month,total_revenue
6,82945.0
7,103695.46
8,114040.78
9,129598.57
10,148843.85
11,158660.64
12,177536.31
1,-148.92
2,31706.35
3,45009.64
4,53463.29
5,80273.97
6,97500.56
7,92139.52
8,113898.2
9,128846.86
10,142480.78
11,171635.8
12,178449.39
1,12883.88
2,13969.1
3,50083.34
4,50085.93
5,75479.46
6,92219.02
7,115885.27
8,109529.44
9,110843.9
10,151470.8
11,179404.09
12,189911.57
1,16677.28
2,26066.91
3,51456.98
4,52211.63
5,78810.86
6,94043.76
7,113481.68
8,142077.28
9,138139.33
10,145928.29
11,164795.41
12,165847.39
1,9442.29
2,26725.74
3,40807.29
4,61218.84
5,68420.64
6,98968.25
7,105001.66
8,119925.6
9,132376.84
10,151241.53
11,171600.79
12,173062.96
1,9735.07
2,27570.19
3,34233.03
4,53445.94
5,71190.23
6,96995.11
7,107100.49
8,121548.72
9,141807.18
10,148901.03
11,168123.72
12,179174.23
1,17122.9
2,25337.93
3,25489.46
4,58925.77
5,86381.99
6,97409.72
7,112723.18
8,129889.05
9,135709.26
10,151578.53
11,160058.78
12,177471.42
1,19926.17
2,39631.08
3,43884.43
4,56398.49
5,75004.22
6,94809.65
7,93449.16
8,101630.55
9,130595.71
10,140234.3
11,160934.88
12,178817.76
1,11374.01
2,41619.74
3,47613.96
4,62403.79
5,79977.66
6,80889.34
7,113312.89
8,119393.89
9,140363.84
10,141425.14
11,152569.93
12,186543.12
1,18011.28
2,22783.59
3,38042.7
4,69003.48
5,65484.7
6,103141.38
7,97795.03
8,125107.14
9,132371.05
10,154825.5
11,160647.09
12,178697.66
1,15327.35
2,21982.5
3,50926.59
4,55894.29
5,73171.2
6,82045.21
7,84501.33
8,118471.78
9,154300.92
10,156276.83
11,164845.92
12,177896.87
1,15179.73
2,34376.95
3,35553.5
4,68914.57
5,80723.05
6,95745.49
7,108507.81
8,120156.93
9,140382.89
10,154734.51
11,162167.67
12,175411.19
1,15814.85
2,42392.16
3,35087.14
4,48259.8
5,76318.09
6,90407.1
7,106386.73
8,121951.63
9,133214.38
10,161918.91
11,152192.77
12,173372.02
1,14173.96
2,16854.49
3,43593.16
4,73291.76
5,75167.09
6,91845.61
7,94918.68
8,115069.11
9,131998.43
10,147458.28
11,175253.15
12,184461.53
1,6108.34
2,31972.04
3,48985.77
4,69121.19
5,87644.33
6,81879.25
7,98513.14
8,109939.38
9,133127.84
10,153730.87
11,172898.68
12,179392.39
1,12441.22
2,31214.06
3,38318.86
4,76716.31
5,62138.71
6,91477.92
7,121188.85
8,120054.4
9,133479.69
10,147140.44
11,163556.87
12,190982.79
1,-2694.9
2,42267.47
3,33608.34
4,57866.78
5,71566.04
6,94708.43
7,92215.01
8,123697.38
9,151194.48
10,139094.61
11,166517.65
12,174704.14
1,18407.1
2,30153.18
3,39868.1
4,63902.98
5,89434.78
6,88472.77
7,110758.06
8,109653.82
9,127348.51
10,153779.25
11,176872.93
12,182844.91
1,12495.54
2,29994.33
3,34996.74
4,64836.12
5,82058.66
6,86383.28
7,101239.66
8,122127.03
9,131506.24
10,149470.94
11,181797.77
12,178023.79
1,12133.28
2,24819.67
3,50953.54
4,58550.21
5,69805.02
6,100570.43
7,116356.82
8,115196.61
9,120067.68
10,158060.11
11,159522.96
12,186325.0
1,-760.83
2,37140.78
3,35310.62
4,65846.11
5,75114.18
6,82368.48
7,101743.71
8,125490.55
9,135847.16
10,154675.3
11,180811.52
12,167486.07
1,27937.7
2,30834.85
3,37809.73
4,49357.49
5,73487.04
6,97373.2
7,103979.61
8,132089.24
9,123390.59
10,149903.29
11,154980.85
12,182909.06
1,22095.1
2,26633.91
3,24166.29
4,61591.59
5,78493.91
6,93234.36
7,114886.26
8,111431.57
9,140441.73
10,159540.06
11,150771.3
12,182557.21
1,10966.56
2,29347.82
3,47781.41
4,56102.17
5,69594.34
6,90273.22
7,96302.03
8,111313.4
9,140434.99
10,140809.65
11,170330.5
12,183700.73
1,1193.55
2,24579.48
3,54552.88
4,52150.68
5,71284.77
6,93696.49
7,111267.12
8,117987.69
9,130219.92
10,161378.96
11,178911.2
12,187830.86
1,15682.55
2,23533.87
3,38356.44
4,64180.11
5,78347.19
6,101212.79
7,110203.6
8,107975.36
9,143415.58
10,142015.51
11,161928.23
12,182001.6
1,30965.34
2,54879.35
3,49853.78
4,58534.43
5,79276.05
6,97101.24
7,102434.66
8,134361.69
9,136840.57
10,153981.94
11,170327.39
12,183372.69
1,21711.52
2,25061.97
3,40533.59
4,51198.77
5,78516.01
6,96231.49
7,108662.18
8,133395.94
9,134955.23
10,155349.93
11,156266.39
12,176903.2
1,20564.3
2,36792.82
3,42648.26
4,59427.21
5,62857.01
6,87143.77
7,112123.07
8,124601.64
9,139005.33
10,150398.19
11,165056.51
12,174717.43
1,20590.63
2,33367.78
3,48936.15
4,55791.72
5,57773.26
6,98777.22
7,101169.3
8,113097.79
9,140547.83
10,146863.9
11,173479.49
12,184936.05
1,20468.55
2,19072.35
3,54695.55
4,62090.0
5,72045.78
6,91147.11
7,90790.12
8,123269.22
9,126765.03
10,139178.64
11,152821.13
12,188901.51
1,9965.89
2,42269.82
3,40713.59
4,46341.14
5,66067.8
6,99886.49
7,103752.81
8,115613.7
9,136280.15
10,154014.26
11,173939.19
12,191587.99
1,12121.85
2,19391.62
3,41692.28
4,62082.24
5,67289.93
6,82342.79
7,107750.3
8,119610.78
9,135262.38
10,143932.04
11,163156.79
12,172606.13
1,22121.59
2,38281.99
3,30230.5
4,52563.91
5,63027.77
6,84799.81
7,104332.5
8,108402.84
9,127625.12
10,141968.34
11,166658.14
12,180554.75
1,9226.1
2,31414.57
3,40626.56
4,57826.76
5,88387.62
6,100723.69
7,94603.35
8,126637.86
9,141491.17
10,140813.89
11,171550.22
12,192303.46
1,6019.64
2,22659.98
3,53141.29
4,62171.96
5,79411.81
6,92724.71
7,108125.57
8,109388.22
9,143378.54
10,159356.72
11,163164.87
12,179652.18
1,2751.14
2,34114.04
3,49576.46
4,59502.47
5,83994.83
6,87327.38
7,109516.85
8,111842.69
9,134811.58
10,148605.17
11,166802.46
12,177043.78
1,13948.22
2,36608.38
3,41505.89
4,47147.38
5,88996.67
6,101051.63
7,94661.9
8,125517.66
9,130976.2
10,152107.9
11,167353.79
12,178124.74
1,8729.87
2,24475.67
3,37670.46
4,53345.42
5,74462.57
6,84273.92
7,110456.42
8,131897.97
9,130359.57
10,151915.24
11,168997.48
12,183776.02
1,15607.64
2,35941.46
3,48857.99
4,50098.7
5,81953.25
6,97098.33
7,98893.71
8,120303.5
9,140466.63
10,148325.49
11,173583.82
12,198910.98
1,8712.11
2,18951.64
3,47430.55
4,65772.5
5,73153.07
6,101626.09
7,94291.15
8,125543.35
9,130153.11
10,163755.02
11,180940.12
12,173866.75
1,10603.54
2,36876.7
3,41902.95
4,59636.71
5,75203.11
6,74642.61
7,104889.3
8,114482.18
9,131055.02
10,161549.06
11,154947.94
12,186505.64
1,12768.3
2,27761.92
3,51322.98
4,62720.41
5,79564.9
6,97745.48
7,102349.53
8,115102.11
9,126318.8
10,143396.72
11,188592.76
12,189957.44
1,4191.41
2,19420.34
3,48854.93
4,64378.12
5,79391.07
6,87960.35
7,103996.37
8,122623.04
9,135687.14
10,132245.6
11,163161.6
12,173188.75
1,16401.69
2,53882.07
3,47939.85
4,57491.76
5,82374.41
6,93861.5
7,108360.76
8,124854.8
9,151452.35
10,140952.89
11,168789.06
12,172588.95
1,19444.1
2,22650.51
3,41661.07
4,57639.28
5,82806.53
6,97347.64
7,95034.26
8,120439.47
9,129323.36
10,139931.96
11,163263.86
12,177532.14
1,34413.73
2,33463.68
3,33979.06
4,55481.81
5,83171.07
6,106707.54
7,92312.13
8,104960.6
9,149967.72
10,153116.91
11,158053.66
12,184277.03
1,-6085.98
2,30027.0
3,47622.57
4,67394.16
5,66888.83
6,90685.5
7,97596.6
8,122043.07
9,127837.23
10,146735.19
11,157033.48
12,185209.09
1,21867.61
2,28123.04
3,45305.9
4,48411.27
5,72602.59
6,89598.36
7,125966.34
8,111104.26
9,146713.42
10,157974.87
11,167245.09
12,194068.96
1,17976.84
2,33113.27
3,44575.03
4,69788.55
5,83771.75
6,84994.58
7,94446.02
8,118376.15
9,128599.69
10,149491.8
11,174899.51
12,176341.59
1,14657.41
2,30464.18
3,51787.45
4,42024.89
5,70146.4
6,91690.27
7,114600.63
8,116064.78
9,119987.58
10,154957.69
11,159917.1
12,170482.67
1,10005.24
2,28523.8
3,40162.04
4,42355.47
5,82176.53
6,100199.0
7,110212.18
8,110898.51
9,133388.07
10,149947.83
11,169790.36
12,185346.72
1,9126.61
2,30655.96
3,48658.24
4,71646.58
5,80636.05
6,96312.45
7,105670.61
8,131283.67
9,138278.1
10,143111.3
11,176226.96
12,185583.23
1,11455.65
2,26164.06
3,47372.6
4,63705.48
5,76578.34
6,92490.47
7,118599.66
8,128572.35
9,136525.08
10,157530.48
11,156739.81
12,183183.42
1,29474.45
2,28255.63
3,38218.93
4,54783.29
5,66282.94
6,83721.9
7,102035.94
8,108755.46
9,135124.95
10,157218.22
11,157737.95
12,192154.27
1,19086.34
2,38244.64
3,39737.32
4,66836.2
5,66264.53
6,97121.98
7,106374.71
8,124426.01
9,125595.24
10,142839.44
11,169777.83
12,172413.22
1,18705.65
2,19062.9
3,51785.39
4,50139.81
5,79418.4
6,95005.05
7,99425.83
8,124656.21
9,137083.54
10,145689.27
11,156931.56
12,164298.99
1,17797.2
2,17481.58
3,45762.75
4,57892.41
5,80433.14
6,87583.64
7,102364.42
8,125854.97
9,137680.46
10,152529.25
11,168754.14
12,167715.42
1,21054.31
2,34899.75
3,36866.53
4,58047.36
5,74685.54
6,88924.03
7,107670.88
8,131450.93
9,143654.13
10,139502.25
11,169976.56
12,190631.47
1,18094.47
2,38727.84
3,61098.16
4,68189.68
5,76994.47
6,98360.71
7,106159.1
8,120191.22
9,132188.69
10,162507.31
11,158452.57
12,192258.94
1,18998.91
2,18805.55
3,47941.19
4,43199.79
5,80004.06
6,97081.85
7,100261.15
8,120988.38
9,150633.26
10,145954.03
11,156528.74
12,191853.31
1,30700.7
2,30029.57
3,53091.7
4,70731.81
5,69060.13
6,86117.55
7,114847.0
8,133480.11
9,139503.05
10,142961.49
11,180896.49
12,175752.23
1,12318.9
2,32738.7
3,57433.28
4,66831.81
5,78318.92
6,93706.31
7,105348.12
8,124465.12
9,114763.52
10,147627.14
11,166930.58
12,170791.89
1,18090.59
2,28364.23
3,59043.81
4,72584.16
5,71273.56
6,88793.3
7,104408.42
8,116386.72
9,136560.2
10,143933.74
11,155955.08
12,184981.69
1,20036.24
2,23565.47
3,52162.84
4,54947.38
5,77025.32
6,96562.75
7,104731.1
8,123637.93
9,130868.56
10,148428.27
11,163353.12
12,174027.37
1,13585.81
2,17611.05
3,41070.77
4,57721.0
5,72950.56
6,88068.02
7,104505.89
8,123835.53
9,141996.14
10,144801.88
11,155374.39
12,171663.64
1,11102.38
2,27184.63
3,38840.03
4,49631.07
5,71351.03
6,91451.41
7,109760.24
8,115540.62
9,131696.02
10,142586.41
11,164748.49
12,173212.57
1,19585.02
2,15713.07
3,42122.96
4,62408.86
5,76470.68
6,111544.27
7,107798.4
8,111967.56
9,134236.29
10,135790.03
11,164355.2
12,173335.55
1,22323.12
2,25603.68
3,44065.87
4,54915.54
5,88910.81
6,87430.06
7,119660.46
8,126513.21
9,138856.53
10,152949.87
11,168150.38
12,164578.62
1,12768.93
2,36761.26
3,44608.82
4,48758.48
5,74580.76
6,103632.84
7,114975.13
8,119503.97
9,142611.59
10,147067.94
11,151369.03
12,172604.27
1,27503.11
2,27808.06
3,43052.93
4,57601.29
5,90233.09
6,103007.67
7,122750.24
8,118727.64
9,137365.0
10,137866.86
11,176815.48
12,170657.76
1,16734.2
2,21221.58
3,40289.07
4,53301.9
5,70137.0
6,85687.02
7,100613.85
8,126666.67
9,126161.1
10,151764.33
11,174743.67
12,175894.43
1,9256.65
2,28155.8
3,54437.8
4,61552.86
5,70750.29
6,93871.01
7,96181.66
8,125450.88
9,138268.86
10,147537.53
11,158291.31
12,172906.55
1,19278.54
2,39831.84
3,39901.54
4,63667.09
5,58303.78
6,85323.06
7,104751.53
8,112722.53
9,127507.95
10,144657.76
11,167337.54
12,178501.37
1,-2905.85
2,13034.4
3,40145.08
4,63661.49
5,53019.96
6,86002.16
7,100790.02
8,131106.7
9,131919.83
10,153063.91
11,166130.06
12,162955.47
1,21145.66
2,31723.17
3,49066.15
4,91409.9
5,58327.1
6,103797.57
7,102700.42
8,122298.63
9,134635.9
10,146606.11
11,160441.34
12,182636.07
1,2862.61
2,36004.63
3,41670.44
4,50959.45
5,71399.9
6,100057.19
7,100717.32
8,122867.63
9,129152.35
10,156063.37
11,170484.06
12,194788.87
1,13595.49
2,35349.24
3,45784.54
4,70366.97
5,69249.34
6,95960.04
7,103442.42
8,119486.49
9,135734.02
10,152017.92
11,164070.17
12,181717.71
1,27624.94
2,37883.6
3,51953.24
4,56355.68
5,67886.07
6,97642.4
7,112008.37
8,131781.37
9,130168.15
10,148163.61
11,151884.13
12,176860.23
1,22972.56
2,26268.04
3,50123.84
4,58475.98
5,77592.46
6,80818.47
7,105681.68
8,96070.91
9,133504.83
10,136956.21
11,174647.96
12,186219.26
1,18733.37
2,42168.05
3,37408.67
4,73978.91
5,82457.53
6,88107.56
7,114084.96
8,111149.65
9,128403.89
10,145131.28
11,160768.18
12,171547.54
1,24784.66
2,27929.16
3,47820.04
4,55437.19
5,60435.17
6,92160.46
7,89701.96
8,119450.93
9,124053.48
10,165898.21
11,172290.9
12,180846.03
1,25109.65
2,23229.47
3,49347.84
4,61598.48
5,77112.16
6,100178.83
7,110859.94
8,122309.79
9,121760.9
10,142319.63
11,164018.33
12,180746.98
1,5958.37
2,49293.41
3,57131.15
4,64816.95
5,75576.29
6,88302.33
7,97384.65
8,120619.84
9,137062.02
10,140065.92
11,167673.41
12,178757.93
1,-262.46
2,23116.92
3,41691.16
4,75101.5
5,79452.42
6,79316.15
7,108888.29
8,107621.57
9,143661.53
10,146231.0
11,164250.91
12,190606.37
1,4702.69
2,18823.05
3,40331.21
4,68307.03
5,62845.23
6,67342.76
7,101390.73
8,124413.93
9,144602.09
10,146294.71
11,161708.59
12,189231.21
1,42.07
2,26891.83
3,46523.39
4,63593.75
5,70921.55
6,90275.53
7,85093.38
8,114734.01
9,138628.07
10,142141.65
11,165471.87
12,183574.98
1,12259.61
2,31363.71
3,37298.14
4,58347.11
5,79881.73
6,91255.78
7,100307.75
8,121793.73
9,140716.88
10,133600.47
11,174272.59
12,177309.96
1,18403.92
2,39577.98
3,34026.61
4,54324.47
5,72691.61
6,83729.97
7,118879.49
8,113145.82
9,130555.63
10,151635.11
11,155382.8
12,176834.55
1,17539.63
2,27337.12
3,44252.91
4,55765.34
5,62884.24
6,92572.75
7,119039.46
8,120147.21
9,136802.11
10,155541.78
11,154845.36
12,193620.12
1,16618.63
2,43054.86
3,39135.74
4,74544.5
5,81201.24
6,94424.32
7,106872.2
8,118011.77
9,144604.25
10,151122.88
11,149263.44
12,171062.51
1,13513.23
2,32479.99
3,44547.29
4,69751.77
5,59391.19
6,91148.7
7,90456.17
8,126077.7
9,134244.33
10,153356.88
11,158088.94
12,190235.72
1,23333.8
2,34668.35
3,43963.86
4,64638.86
5,69344.86
6,96844.45
7,118195.85
8,128564.88
9,129163.18
10,152891.34
11,154654.87
12,184579.12
1,18604.83
2,15041.47
3,35705.73
4,57734.89
5,72593.12
6,80324.18
7,108111.83
8,122011.79
9,133445.85
10,143953.67
11,173389.66
12,193243.26
1,11131.51
2,25102.66
3,48929.66
4,57135.76
5,73884.82
6,95917.23
7,89725.15
8,130546.42
9,135581.44
10,146708.05
11,164286.13
12,179699.43
1,1150.39
2,41959.51
3,45330.61
4,63544.02
5,82612.4
6,81830.7
7,108787.78
8,117858.87
9,141774.17
10,132982.18
11,164207.25
12,175177.43
1,18458.1
2,33760.35
3,39338.99
4,54302.61
5,74114.68
6,82826.86
7,111735.87
8,117046.34
9,111744.09
10,147001.42
11,156691.65
12,166949.79
1,5100.59
2,30875.27
3,55629.13
4,62505.48
5,70147.97
6,93647.23
7,101327.28
8,114443.2
9,125765.1
10,135985.37
11,161880.61
12,181264.43
1,14227.01
2,26672.26
3,37434.03
4,64865.97
5,64462.94
6,96208.22
7,96982.26
8,113980.52
9,123265.72
10,145988.78
11,172802.5
12,184125.02
1,22827.38
2,34177.14
3,36170.64
4,57353.69
5,68758.41
6,100644.6
7,95425.69
8,127149.58
9,142143.63
10,164636.96
11,161722.51
12,185698.58
1,33253.21
2,25058.87
3,32719.68
4,44959.92
5,80701.7
6,74934.8
7,102021.45
8,123498.51
9,136481.4
10,153403.56
11,166778.32
12,190230.93
1,7381.47
2,24584.04
3,38818.72
4,66641.53
5,82203.19
6,93609.8
7,114467.95
8,110575.67
9,148337.79
10,162185.91
11,170884.98
12,194254.39
1,1747.01
2,25804.41
3,39117.57
4,65771.83
5,66598.87
6,96059.96
7,115964.29
8,125561.62
9,137270.01
10,142097.01
11,158225.19
12,189996.95
1,21234.79
2,29687.84
3,41656.72
4,43793.54
5,66433.18
6,105291.35
7,94756.36
8,121515.84
9,143059.55
10,139960.62
11,166477.68
12,187503.32
1,15099.99
2,52947.22
3,31651.21
4,68469.83
5,73617.59
6,96175.36
7,108530.46
8,114134.75
9,136831.97
10,135136.79
11,169825.98
12,182385.27
1,20109.28
2,38464.95
3,47940.96
4,61184.72
5,67951.45
6,84302.23
7,114493.88
8,131490.68
9,133095.12
10,150368.02
11,157763.09
12,189382.05
1,20323.33
2,45529.74
3,37973.42
4,56975.94
5,76851.57
6,95171.92
7,103274.66
8,113016.31
9,142051.26
10,155769.08
11,157669.81
12,190843.54
1,24361.59
2,31074.37
3,45636.78
4,64432.46
5,68106.38
6,90240.25
7,87780.93
8,127011.65
9,122508.05
10,162027.36
11,162359.04
12,178306.66
1,9978.13
2,27695.69
3,56348.25
4,40097.53
5,85215.72
6,92704.19
7,95343.83
8,111397.5
9,148411.14
10,142435.94
11,155773.2
12,189098.52
1,17708.42
2,22496.6
3,46733.0
4,51793.98
5,83806.57
6,98490.97
7,109256.05
8,122893.29
9,149089.5
10,149997.49
11,155545.01
12,183595.79
1,31688.38
2,21881.92
3,42108.3
4,63331.57
5,74568.76
6,82141.57
7,113974.86
8,138560.33
9,136569.05
10,142767.45
11,152608.32
12,182063.81
1,23831.02
2,33801.34
3,44980.77
4,55285.83
5,66262.69
6,96678.01
7,112310.17
8,107634.16
9,147718.71
10,154592.57
11,176196.76
12,169262.98
1,4073.41
2,28808.25
3,49022.28
4,74370.89
5,80648.63
6,88058.55
7,96789.05
8,129840.0
9,127282.36
10,163027.75
11,162724.92
12,192724.66
1,20431.45
2,28904.04
3,40844.83
4,57272.74
5,78426.53
6,90617.25
7,100249.51
8,118674.95
9,135628.62
10,132970.13
11,168665.34
12,172162.23
1,5773.34
2,16501.25
3,30648.86
4,49156.42
5,69327.83
6,105626.07
7,100792.96
8,121422.0
9,138203.85
10,151048.52
11,164380.45
12,170437.65
1,26607.42
2,44457.57
3,31538.73
4,51807.77
5,72761.52
6,82283.7
7,109047.72
8,114173.82
9,152320.45
10,159524.39
11,166700.59
12,188215.89
1,23847.2
2,25488.42
3,38470.26
4,60625.14
5,81893.09
6,91112.48
7,92384.03
8,113577.4
9,134408.22
10,149394.68
11,180780.34
12,168912.1
1,19044.71
2,41912.9
3,63171.6
4,56764.82
5,78931.44
6,94558.08
7,106563.85
8,119209.24
9,138487.8
10,129742.03
11,170456.56
12,181009.42
1,13220.2
2,46374.9
3,39600.53
4,56775.39
5,90932.43
6,83343.51
7,100599.08
8,118823.8
9,141725.88
10,151662.42
11,154659.0
12,175742.65
1,10141.16
2,29382.23
3,48406.75
4,63345.65
5,60791.91
6,98511.53
7,107020.55
8,131076.26
9,138553.59
10,158810.58
11,168732.36
12,190769.81
1,19178.01
2,29216.68
3,63179.48
4,67112.3
5,79589.96
6,79789.56
7,94693.54
8,122341.72
9,136164.17
10,145087.02
11,166127.86
12,192709.02
1,20563.22
2,20871.93
3,44107.93
4,53560.27
5,71898.4
6,86691.07
7,101178.84
8,109958.92
9,133978.76
10,145515.14
11,141564.41
12,196423.78
1,23710.16
2,26989.59
3,45150.55
4,50626.77
5,88565.78
6,105178.31
7,106253.55
8,128188.25
9,136402.29
10,139306.2
11,161705.41
12,181055.42
1,11363.62
2,28250.77
3,44268.8
4,59352.97
5,75418.07
6,81515.16
7,99263.87
8,109723.33
9,142822.52
10,133154.82
11,174228.72
12,191090.8
1,12582.56
2,9174.9
3,42109.52
4,59486.53
5,66915.21
6,85878.25
7,117241.56
8,125319.42
9,127603.49
10,137219.21
11,162383.86
12,178292.35
1,18969.59
2,25717.47
3,49092.0
4,75481.23
5,81524.01
6,89615.29
7,103534.8
8,117146.61
9,144445.13
10,144981.49
11,165361.78
12,180409.58
1,10985.73
2,19020.28
3,47583.8
4,59511.97
5,79001.92
6,85731.2
7,114766.57
8,112985.81
9,148696.32
10,136018.91
11,168478.16
12,183803.45
1,8635.54
2,33395.15
3,55236.15
4,42265.45
5,79021.96
6,70053.83
7,97274.68
8,133033.33
9,130345.74
10,140608.96
11,163416.5
12,196543.25
1,346.54
2,21589.52
3,56979.45
4,74861.62
5,74172.55
6,80087.58
7,121766.75
8,132755.54
9,140431.58
10,143500.78
11,164607.77
12,178717.12
1,17646.81
2,41608.01
3,52035.34
4,51380.99
5,86011.97
6,92505.06
7,110496.53
8,131732.33
9,126107.36
10,149713.4
11,160748.36
12,167457.12
1,17773.68
2,50092.45
3,30279.38
4,59741.76
5,80124.34
6,90984.63
7,104094.98
8,109606.27
9,136862.29
10,143945.89
11,147480.63
12,189556.74
1,22667.09
2,30413.29
3,46832.6
4,68594.54
5,76794.72
6,97232.14
7,102620.14
8,130495.87
9,137566.29
10,151552.42
11,154839.51
12,182295.65
1,8344.36
2,24893.74
3,38476.99
4,51470.12
5,91998.17
6,100650.71
7,120362.94
8,110216.84
9,135570.03
10,139651.94
11,159434.44
12,172654.98
1,24916.67
2,26830.16
3,53547.03
4,64832.97
5,93429.11
6,78164.45
7,115073.87
8,129171.53
9,127212.97
10,158057.07
11,167689.16
12,178180.19
1,8408.52
2,24247.12
3,61398.5
4,60005.46
5,81257.04
6,83672.8
7,98761.18
8,128655.88
9,124203.39
10,146678.29
11,165272.22
12,180890.98
1,13567.25
2,33166.56
3,50542.85
4,65877.1
5,67113.57
6,87726.76
7,114558.1
8,127157.18
9,124017.12
10,152811.84
11,149174.2
12,180375.48
1,30182.14
2,22416.86
3,38325.42
4,66112.24
5,62657.59
6,84937.96
7,109771.53
8,114925.71
9,133112.24
10,155953.49
11,168372.37
12,182134.55
1,12287.02
2,32960.49
3,44010.14
4,63662.44
5,71024.54
6,88539.45
7,97080.34
8,119719.94
9,128511.99
10,141087.63
11,167069.29
12,181701.92
1,21262.99
2,26551.0
3,48264.42
4,64406.38
5,78558.19
6,83394.77
7,106194.91
8,122913.12
9,135057.43
10,133308.18
11,166283.92
12,197700.25
1,12119.69
2,24175.38
3,47986.79
4,62499.03
5,84541.88
6,79937.05
7,110851.04
8,124723.38
9,133862.83
10,152709.5
11,173235.66
12,186978.52
1,5855.85
2,36561.27
3,44482.49
4,60582.99
5,75585.58
6,88798.06
7,114533.66
8,119330.26
9,126043.63
10,146851.76
11,166429.56
12,189833.72
1,19824.76
2,23195.72
3,64881.52
4,62118.2
5,85203.13
6,88786.28
7,109266.87
8,126715.75
9,144745.56
10,158458.95
11,171977.58
12,177479.31
1,10426.03
2,32660.86
3,52465.02
4,58218.23
5,83521.38
6,101620.93
7,97669.43
8,113304.63
9,133877.0
10,152460.9
11,160803.46
12,190817.62
1,18392.53
2,30315.58
3,33512.72
4,49473.47
5,77248.07
6,72939.23
7,113101.1
8,118734.77
9,160944.74
10,168463.33
11,163548.41
12,179149.3
1,22964.65
2,43625.38
3,31895.77
4,45709.0
5,70023.72
6,94661.9
7,108974.99
8,128558.17
9,125402.42
10,131470.85
11,171864.11
12,173374.43
1,-1147.9
2,31160.51
3,51345.41
4,59023.54
5,71337.21
6,88725.1
7,102035.34
8,109215.62
9,129282.55
10,154170.24
11,167573.43
12,181344.48
1,7038.81
2,28547.97
3,27583.48
4,61427.81
5,86430.86
6,78206.94
7,100312.58
8,122632.85
9,145022.74
10,146414.2
11,159462.0
12,164248.61
1,15827.51
2,46336.61
3,47218.87
4,59821.77
5,77576.66
6,89911.26
7,98495.89
8,126586.24
9,136806.09
10,150140.91
11,157197.07
12,190428.06
1,20317.62
2,25576.63
3,53014.6
4,56019.43
5,68743.97
6,83922.38
7,90831.45
8,123772.34
9,120350.84
10,140172.45
11,148395.3
12,179311.44
1,13797.44
2,27386.43
3,36659.38
4,50622.13
5,78714.96
6,85595.58
7,107530.87
8,112918.01
9,136448.5
10,160426.22
11,169689.33
12,176700.69
1,17057.59
2,28074.68
3,45063.04
4,57395.11
5,73685.32
6,91696.75
7,97053.13
8,111872.97
9,123891.66
10,137197.83
11,155261.74
12,181275.7
1,7857.7
2,34108.92
3,45277.71
4,44251.97
5,80239.8
6,96486.39
7,97049.1
8,123361.53
9,128148.01
10,150781.36
11,154884.01
12,165655.15
1,11937.46
2,29010.17
3,41818.56
4,50527.76
5,71800.81
6,92154.36
7,104640.86
8,121460.01
9,129639.08
10,159373.74
11,155590.61
12,183900.48
1,24455.13
2,33847.26
3,43379.81
4,55773.62
5,83288.7
6,78616.2
7,97239.01
8,116819.54
9,144901.23
10,153038.14
11,157255.63
12,177517.54
1,10085.41
2,24321.69
3,52831.12
4,49026.05
5,87870.25
6,96625.84
7,113726.89
8,116296.48
9,133800.47
10,138534.79
11,160802.7
12,183949.24
1,25368.5
2,21142.75
3,42075.95
4,58789.61
5,63833.69
6,94730.79
7,99208.08
8,118436.88
9,131384.41
10,143685.29
11,164943.64
12,178275.12
1,12025.14
2,24172.31
3,47556.2
4,73228.94
5,76119.1
6,97968.95
7,93878.22
8,121262.09
9,126221.05
10,138184.6
11,159085.03
12,189535.19
1,22600.13
2,31944.04
3,32738.4
4,58429.75
5,77413.6
6,91404.29
7,90249.65
8,112877.46
9,134487.38
10,154290.33
11,147430.98
12,178703.01
1,16144.39
2,36796.9
3,50542.86
4,64660.57
5,68600.48
6,74735.98
7,101855.58
8,128013.05
9,146147.64
10,155684.39
11,168434.73
12,183037.12
1,10551.05
2,28959.52
3,58352.56
4,52459.54
5,87918.23
6,87423.77
7,115603.46
8,108745.48
9,139687.23
10,144105.84
11,153677.86
12,181748.27
1,23075.77
2,23240.47
3,33007.87
4,59265.24
5,74300.52
6,94386.56
7,112596.76
8,119524.68
9,149844.03
10,151793.88
11,162228.59
12,167107.46
1,12898.72
2,27308.9
3,52682.44
4,63699.87
5,65565.05
6,91378.04
7,110372.25
8,132224.25
9,142100.03
10,156086.77
11,165480.69
12,183106.5
1,24996.04
2,19337.78
3,42204.49
4,53819.45
5,78033.22
6,99841.78
7,100224.21
8,100877.57
9,131702.23
10,157307.79
11,169301.04
12,183425.49
1,12760.05
2,19767.75
3,49122.35
4,53325.75
5,92472.77
6,94564.06
7,100354.81
8,115108.92
9,134256.45
10,148083.98
11,173934.67
12,181491.33
1,9146.95
2,45123.53
3,45394.47
4,66150.72
5,70134.19
6,92904.93
7,107488.88
8,104882.81
9,151122.2
10,160325.16
11,161822.44
12,171181.84
1,17780.49
2,30693.58
3,47845.35
4,61532.62
5,79049.93
6,101578.45
7,109544.83
8,111602.76
9,145900.5
10,163124.92
11,190216.45
12,171012.05
1,16943.06
2,13343.21
3,49425.19
4,55614.4
5,90387.57
6,83803.08
7,91486.54
8,116229.89
9,119196.1
10,156008.8
11,148479.34
