Ad_Impressions,App_Installs
72081,14392
67344,14305
30216,8171
39435,10053
26968,7977
97858,16142
27028,8075
32112,8806
34554,8632
67136,12575
88890,15347
61965,12745
65585,12739
20621,7865
59952,11610
74575,13083
56284,11778
75811,14263
68456,13898
95141,14227
98767,15386
58603,12739
15834,5618
17300,5486
18233,6608
12753,6231
9525,4980
18530,7426
79995,14982
18199,7352
87447,15510
38070,8965
98809,15446
65344,12306
81797,14109
66890,13426
29253,8968
63967,12530
35118,9992
93143,14592
68419,14225
25947,8437
30221,9478
92655,15014
6397,3601
70797,14035
46381,10846
57523,11719
31651,8943
1479,1763
74479,13801
33508,9794
44133,10526
2520,1463
30183,8278
41409,10027
56472,11813
67229,11965
12830,5431
99787,15752
74228,13261
55533,11765
62589,13153
65335,12506
87737,13936
25189,9006
49016,10767
49112,10952
4557,3391
7653,3689
81551,14399
99686,15542
22618,7638
46095,11012
89948,15589
71762,14271
48738,10932
81144,13961
99832,15185
74231,13902
33976,9222
43197,10307
92675,14604
23670,7357
43360,10716
49742,11614
8061,4611
3964,3187
82226,14975
64180,13096
23307,8059
63180,12175
55898,12926
34813,10105
24133,7980
24975,7577
55125,11283
91058,15305
51110,11437
36519,9437
66820,12399
94359,15538
1430,1809
87443,14043
31319,8854
9635,5377
43872,10650
92348,15032
46498,11635
55798,11449
18598,7006
34245,8995
46560,10828
59816,12017
58040,12682
38012,9905
31968,9063
5699,3587
83579,14378
29914,9004
60282,12641
94308,15480
84287,14881
36082,10190
22913,7856
38159,8844
77901,14072
13302,6766
25912,8535
81077,14239
70074,13607
37521,9538
87426,15062
93481,15660
99900,16549
46023,9925
9055,4184
75280,13520
3854,3465
86751,15228
83884,14533
84483,13573
68045,13679
82034,14521
70493,13496
47822,9763
50570,11974
18868,6780
7298,4879
9832,5358
20126,6775
98394,15889
33551,9710
22750,6679
21843,7883
1197,1076
46066,10295
23497,7096
64142,13804
15853,6394
15563,5262
3671,2671
81194,13900
2855,2723
86127,14304
79510,13363
52342,12134
27871,8302
53664,11494
52251,12245
94211,16297
56223,11819
96688,14993
36872,9604
29489,9739
42842,9914
25216,7434
52907,11618
15476,6179
83073,14557
7434,4418
35182,9312
92905,14982
41758,10026
65392,12242
72141,13313
53496,11501
17178,6389
57552,12219
84254,14406
75708,13839
78791,14022
30711,8806
4107,2678
14575,5554
7356,4844
70820,13473
69678,12682
11644,4500
87916,15272
33388,9466
35984,9259
72579,13513
99912,15902
48162,10523
60139,12263
85791,14598
49979,10699
67084,13052
55627,11943
53903,11066
54733,12132
76656,13556
7439,3976
33994,9590
76167,14151
84065,14081
46344,10982
72642,13690
95969,15290
93593,15587
63523,11654
96909,15257
80079,14580
19784,6794
26571,7617
90175,13677
87569,15308
39965,9649
16626,5677
57545,12177
35705,10245
53692,11624
47738,9937
24670,7466
39482,10431
50715,11367
46350,10101
74275,14898
4198,2953
12617,5498
94372,15197
69519,13623
66725,12800
6415,3071
91458,14191
70702,13000
15971,6421
24380,7549
88524,15179
71545,14093
69139,12521
93762,15412
25649,7756
29522,8206
12608,5345
22982,7933
72264,13483
72627,13215
19845,7998
12489,5408
27209,8421
64556,12656
50367,10453
39852,9829
12654,5335
80648,13981
40739,11095
97943,15337
84654,14592
21844,7799
70772,12918
86315,14187
81501,14414
14777,6093
46994,11091
68738,12282
6681,4900
25727,8050
6000,4386
32308,10198
87746,14742
50863,10839
82732,14194
38803,9761
38856,9941
52275,12074
2841,2669
80167,14793
13398,6372
64107,12734
27120,7454
45616,11126
83696,14813
47444,10779
52762,10968
48410,10969
83886,14729
63327,11975
66596,12304
26217,9651
42657,9756
60876,11983
96575,16346
42254,9793
55758,11290
1374,2322
83979,13563
26730,7917
61585,12740
21182,8034
39623,10206
83657,14696
87242,14845
34819,9983
18134,7384
50787,11488
41339,10254
33870,8717
44203,10121
26551,7188
5642,3656
80437,13619
49035,10669
12173,6112
94634,15817
76718,13533
44503,10349
59062,13263
13312,5347
30318,9056
8734,5446
2855,2788
24152,7975
75979,12933
73398,13343
13892,5984
30451,9447
41663,9931
2013,2317
55470,12400
66692,13452
57699,12215
22844,7254
13081,5986
50071,11265
36090,8895
1500,1833
18144,7011
81280,15011
38405,9416
64159,13095
96348,15223
69766,13178
93822,15114
20337,8099
42078,10581
56865,12325
1647,1678
6039,4151
65051,12156
96237,14244
60457,12069
93215,15944
58315,11869
50166,11532
82316,15659
45056,10570
94365,16246
22305,6414
10934,4935
52975,11756
12977,5629
67683,13287
41335,9672
81854,15335
49353,11878
86250,15025
44265,10017
98309,15686
78852,14569
99488,15481
65703,13579
45859,10913
93552,15217
53002,11996
1367,1446
9891,4820
93609,15022
34298,8455
55538,10743
89919,14547
14041,5560
9463,5193
10759,5004
49308,11422
43343,9597
84641,14714
84579,13811
51439,11095
83347,14915
43098,10213
68359,12542
20843,7843
41140,10590
99272,16481
27967,7739
72089,12532
69869,13972
65852,12183
7302,4269
56211,11796
83539,14121
95777,14859
26280,7923
97274,16058
3177,2532
26156,7471
21003,7291
61880,11429
94372,15510
37875,10036
23613,7453
34772,9728
73408,13507
76876,13729
19461,6459
18864,7344
24472,7583
78266,13857
54550,12015
53921,11188
98030,15275
94787,15401
72385,12650
93262,15457
55361,11748
65486,11961
96633,14464
58937,11863
74023,13401
26296,8733
19969,8117
11337,4900
27797,7910
83404,15154
70109,13427
91722,16917
80752,14101
93047,15744
79771,15300
54972,11108
2018,1765
81336,14470
14759,6051
13493,5886
71716,13008
99560,15760
15131,5968
6860,4411
25532,8458
23638,6936
76362,14451
93169,15276
18564,7287
15312,6100
35801,10005
92962,15683
48457,11213
79968,14162
44594,10818
39891,10952
83121,14968
9736,5262
80868,13943
15851,5984
62555,12134
12608,4997
4635,3827
55397,11836
59934,12417
23741,6894
48079,10585
74853,13616
91543,14537
28630,7877
52628,10990
67203,13216
74020,12340
87829,14734
81835,15063
86799,15262
67258,13529
6886,3975
76480,14801
29012,8231
67670,13232
1223,2012
8888,4165
98039,14672
78475,14447
75168,13247
23753,7660
62420,12692
48614,11013
40516,10403
53015,11746
79772,14392
62118,12648
70486,12547
24889,7902
31742,9148
2861,3821
24716,8063
81859,14218
26315,8447
2415,2119
54657,12398
44938,10557
63013,12435
1627,1297
94989,15176
9703,4884
45539,11534
70175,13045
50913,11244
44205,10860
25081,7503
94696,15146
65263,13420
30168,7930
43299,10059
57668,12191
45770,10894
75128,15021
7725,4478
53910,11311
46639,10585
78539,14577
51964,11056
4869,3392
75869,14231
1972,2067
28048,8670
62084,11695
68040,12542
10640,4882
67357,12258
73055,12950
18710,6517
59258,13230
3920,3328
7600,4772
85271,14939
58662,10973
71543,13437
25107,7661
52162,10628
91481,15351
45463,9742
29206,8537
15246,6022
99804,15353
47162,11340
80442,14085
46983,10950
56474,12221
49386,11519
86514,14763
21847,6941
12743,5595
90731,15440
18385,6474
18588,7050
17459,6284
9318,5234
20676,7148
30699,8231
13271,7063
16471,6486
57514,10734
67454,12523
62385,13170
65951,13255
15224,6778
63692,12449
94673,15783
49011,10933
9684,5096
27534,7652
53689,11451
26426,6849
77624,13875
90513,14608
21912,7499
34129,8680
14316,5936
18678,8396
67494,12895
96897,15260
15743,6329
67090,11436
1467,1717
13244,5721
81474,14370
14769,6607
73289,13733
19111,6338
58610,11164
32860,9566
23931,7428
16667,6600
62432,13244
7176,4373
93019,14475
4589,3550
12265,5415
56918,11228
22103,7917
74567,13826
24155,8725
13306,5784
89152,14572
5816,3991
78516,13867
91264,15751
18906,6926
17013,6196
70624,13388
79215,14231
40274,10146
10044,4869
56694,11952
41782,9938
54008,11742
12865,5210
26997,7825
90769,16046
93942,15064
79807,14324
7420,3495
28409,8255
40750,10538
99513,15968
67769,12197
8040,4160
27822,8809
70395,12692
25123,8176
91494,15249
62599,11690
49254,11453
96620,15928
73107,13474
59005,12280
35857,9103
61358,12255
69550,13290
34202,9765
75772,13993
2195,2143
52784,11327
92947,15305
72477,13344
83809,14465
98594,14373
38134,9327
30360,9579
80897,14441
44335,10788
44720,10800
15545,6413
49130,11156
28768,9073
99196,16004
80998,13365
2290,2044
61107,12062
93927,16506
64019,12710
31448,9549
64109,12551
76334,13985
81067,14266
85077,14324
89827,14529
1369,1849
25244,7554
97871,15715
73765,13364
66143,13273
94965,15003
86174,14626
54476,11525
88661,14707
73836,13988
25439,7105
75861,12830
82900,14235
21750,8340
3158,2987
88352,15590
55850,12352
17733,5955
64823,12722
19701,6580
69116,12626
50601,10401
6680,3622
38755,10083
36985,9937
87579,14972
90682,14617
11512,5143
73013,13000
95476,16124
31746,9227
88714,14110
96458,15669
52089,10874
79113,14254
91275,15483
6483,2564
24107,8882
48678,11585
46809,10430
81424,14246
21791,7751
2311,1396
6068,4101
42943,10598
54391,12106
3368,2434
88385,15014
35191,9862
58330,11601
17426,6921
92355,14716
28846,8222
33709,8311
9978,3774
91503,15543
19768,7568
18618,7029
51669,10843
70296,13648
85114,14706
98953,15984
43337,10616
34914,9015
89816,15034
78310,13809
34532,9358
7119,4598
62379,12186
39591,10318
9008,4773
26069,8002
65903,12767
64149,13036
56462,11793
36217,9460
62123,13267
5368,4080
99557,16369
87486,15609
35183,9505
50847,12456
51747,11618
76954,13210
7539,4080
66616,12103
18900,7457
18424,6897
97282,15348
31638,8984
23483,7570
50186,10766
95108,16517
97140,15659
65791,12869
95993,15443
57546,11410
58562,11231
44371,11164
19413,6735
78965,12937
74742,12934
10023,5304
18948,7229
4301,3050
33524,9720
49970,10477
47666,11717
73015,12679
24284,8060
24951,8021
79618,14520
19053,6020
77362,13770
70257,13777
96856,15017
24961,8616
20323,6132
71326,12500
19994,6637
43972,10804
56433,12583
76183,13463
29438,8690
46403,11397
43282,10707
85195,15660
30393,8395
79160,14708
20225,6732
88132,15019
69117,13186
69587,13367
39446,9376
53624,11307
93690,14834
28032,8054
19884,7003
17445,6108
97450,15241
10516,5419
51448,11502
13331,6625
12227,5601
16439,7289
54312,10896
92624,14282
79407,13907
47569,10679
52855,11111
15741,6060
68583,13464
14567,5817
9682,5266
51843,12005
37314,10036
85932,14550
59783,12011
9075,5415
54530,12509
40983,10278
69114,13548
86933,15052
59196,11840
63124,12621
72767,13668
22035,8108
4203,3166
75369,13137
43200,10319
82937,14307
95489,15075
42858,10858
13294,6311
62226,11223
45236,11272
51135,11457
18411,6837
52729,11732
53830,10729
39556,9706
44772,10921
26281,8376
33292,8953
23932,7762
15289,6251
93912,15522
61517,13490
48845,10300
1686,1632
11130,5278
27057,8458
68928,13149
36216,9032
22690,7773
90610,15215
18668,6953
96896,15279
80822,14453
30691,9354
77937,14379
46577,10223
31093,8336
16565,6808
72323,13145
64777,12105
82330,14055
18915,6534
5640,3619
38915,9769
48967,10176
1250,1884
24452,8057
47522,10972
7440,4594
71532,13637
43726,9834
55441,11762
69236,13314
78940,14201
74629,14365
45441,10863
49772,11189
97305,16028
22343,7929
64742,12754
46481,11438
74404,13730
89593,14711
32616,9496
55318,11406
69065,13867
17594,6395
87191,14268
56099,11460
18417,7175
56220,11532
2984,2347
90734,14880
23718,6374
46768,11440
30640,8028
68656,13672
23465,8246
40811,10397
71717,13404
37902,9693
22216,8267
42918,11500
38584,8849
72076,13787
95097,15275
84082,15595
41905,10370
78672,13668
80909,13792
99180,15717
37930,8668
74170,13041
35855,8745
9565,3571
93566,15615
62022,12818
43272,10856
65149,12229
83285,14666
55347,11751
61461,11875
28499,8240
17264,5901
60252,11393
37028,9196
49999,10869
73816,14003
47233,10516
92184,15688
91267,15676
18179,6827
17948,6473
84133,13999
40126,9577
70117,13580
74625,14075
39060,9713
47294,10955
8658,3898
6639,3797
22775,7737
23396,7321
64944,12128
82678,13926
77711,13211
79793,13597
81193,14649
10917,5934
49636,11985
26647,8061
16016,6266
22227,7834
95850,14849
19732,6621
30457,8382
32664,9720
92204,14935
76376,14422
76845,13511
25233,7413
58989,12994
7067,4298
81229,13902
73817,12729
83132,14125
83697,15382
42829,10164
80223,12896
45063,10408
30720,9163
49026,10932
92889,15520
49845,11367
6904,4025
74400,13260
5642,3486
60673,12077
24432,7020
29640,8846
85188,14249
70008,13787
18415,7429
44554,10346
64208,12651
44773,10310
73120,12751
67455,12695
68563,13091
17934,6972
95565,16361
23313,7322
68653,12668
13788,6315
26145,6709
48772,10542
79053,14619
14794,5606
19975,6796
6296,3963
14576,6375
58090,12028
82853,14363
23025,7413
97683,15486
5658,3339
78490,13488
6134,4543
60529,11965
37133,9527
8983,5219
96126,14466
21644,6604
37072,9609
51976,11397
57928,11248
34058,8304
39024,9127
74071,13753
77712,14325
57020,12030
45477,9754
28198,7754
60580,12200
11604,5379
17133,6250
96162,15318
30990,8948
61717,13428
34344,9777
96001,15308
20347,7046
23727,7644
22820,7265
25523,8623
1111,2289
70040,13341
28675,9222
62655,12238
28574,8707
87373,15405
24083,8061
42132,11092
20437,7411
56368,11782
92322,14633
29861,8418
79752,14550
24363,8311
60975,11339
50563,10966
18316,6999
34259,9350
39735,9583
85599,15385
93483,15735
74671,14759
10618,4977
14088,5152
21708,7438
36787,10597
5174,3691
39074,10185
7598,4600
57670,11352
26616,7680
5085,3284
87294,14636
26538,8639
58594,11719
61332,11158
26892,7766
51719,11142
9563,5561
95680,15058
25053,6257
22433,7013
26715,8180
51662,10193
78887,14335
60209,12496
15610,6255
13860,6136
20273,6886
86070,14337
58307,11759
71305,13190
96991,16578
99803,15417
81151,14625
45164,10139
61506,12389
70016,13194
16861,4794
40647,10139
3109,2433
87897,13952
72677,13592
20281,7654
26031,8074
37798,10237
67963,14104
54853,11685
53015,11625
37617,9858
49488,11541
51749,11015
72635,14001
9476,5400
10716,5345
57720,12758
37141,10168
8853,4164
25105,7938
67911,13446
59798,12760
63229,11293
59143,12106
30937,9414
64843,13249
94754,14629
6572,3591
1165,1913
54594,11626
37741,9599
56361,11890
19407,6845
21371,7143
31064,9108
73834,13984
23076,7636
68165,13706
11265,5016
12490,5627
53331,11446
88484,14140
9704,5205
97222,16164
50053,11607
96378,15652
46690,10040
9505,5219
36515,10472
69441,13121
64382,12746
87068,15389
60990,12395
39822,9889
42371,10292
66922,13332
76543,14295
26271,7039
42306,10622
75192,13789
15541,5838
27846,9059
13210,6074
43193,9738
63524,12972
36526,10141
70274,12868
23736,7811
37336,9620
43284,10411
24810,7716
25769,7805
36842,9907
89276,14996
90082,15394
1548,2504
99570,16582
76392,13439
61155,13019
39034,10109
29500,8681
6171,4092
67129,12889
41905,9436
58450,12503
88332,15152
85114,14743
17116,5807
27957,8448
30440,8949
92738,16156
35699,9639
51986,10528
54430,11924
42444,10889
49170,10923
43968,9713
94510,16309
29778,8689
19939,6792
37079,10027
55813,11346
1347,1366
1519,1758
12711,5757
69696,12896
31096,9097
24921,8239
7245,4243
75667,13655
97625,16046
78733,14327
56133,11311
44863,11202
2840,3050
10190,4779
56560,11070
85695,14782
29439,8693
42422,10430
28014,9059
10015,4989
33695,9371
23035,7870
59866,12011
8675,5046
42379,10973
69046,12931
17044,5615
55055,11336
37502,9716
64172,11879
43449,10161
88304,14874
94097,15658
43017,10862
36642,9747
97576,15533
8914,4519
58437,12059
72506,13864
59888,12501
85123,14602
4594,4049
11255,5140
40446,10600
23690,7476
33245,8562
72370,13488
26623,7255
90076,14859
32764,9453
41525,10584
69762,13876
80788,13860
49896,10635
53762,11921
72724,13111
15513,6336
42848,9837
5474,3472
27609,8061
42994,10361
44769,10522
16598,6553
87858,14932
13228,5987
13932,5732
38133,10008
13960,6423
24959,7318
31468,8372
86545,15062
82197,14730
4998,3372
88858,15206
29322,8370
27256,8244
82980,14392
85555,14685
13011,6398
29067,9764
37774,9034
92462,14920
66403,12537
32245,9668
55327,12356
2774,3079
80956,14029
52436,11556
29722,7826
14886,6466
58834,12323
84925,14339
55250,12143
21761,7276
73692,12648
18274,7398
77670,14801
50867,10594
50508,11371
97339,16345
27381,7612
31888,7868
57151,11835
82225,14382
43375,11057
20700,8335
72134,13766
46548,9914
52998,11737
44840,10517
93962,15805
34399,8328
55443,12236
80312,14961
73760,13690
67389,13564
82566,14759
7044,3116
88866,14987
5740,3957
20153,6567
50913,11439
79233,13252
34222,9261
91386,15338
95542,16676
37612,9245
9916,5349
17116,5933
25552,8567
70358,13237
51840,11670
1001,1129
56087,12111
82996,14109
88693,14827
93481,14732
74568,13476
37531,9824
1010,1580
51727,11990
70902,13025
41356,10967
23768,7538
45214,11448
42016,10415
3403,3949
57977,12119
53940,10831
61433,12274
27478,8285
69137,13962
14186,5075
79485,13645
44194,10621
21040,7410
75287,14345
54980,10742
53949,11257
97934,16069
34603,9270
47431,11244
96774,15489
55492,12297
14065,5599
5574,3608
68690,13077
33353,8769
64079,12715
20468,6935
46041,10886
65835,12962
26837,7819
5547,3999
46373,10889
71293,13056
84629,14983
39865,10040
46694,11341
85404,15321
98507,15145
97597,16463
21789,7656
28816,8643
49716,10806
78536,14182
4096,2090
11095,4715
74210,12690
24379,7737
13237,6432
80367,14305
11643,5692
69411,13057
68897,13130
40707,9192
36281,10050
90076,15261
27549,8690
65766,12995
75729,13530
60121,12516
3560,2835
91434,15078
57427,12549
32998,9587
95531,15215
13211,5935
31476,9409
2208,1613
87373,14837
27601,8365
12080,4652
47625,10431
88524,14264
55238,11687
44304,10631
77751,13233
48144,10613
36129,9408
39317,10833
2138,2030
67055,12919
83187,14579
94868,16269
84153,14582
43147,11277
81415,13511
19845,7405
51836,10980
98179,15542
51257,11098
93802,14778
78972,14601
36906,9109
6692,3764
42346,10171
9926,4644
23206,7762
51946,10451
72172,12980
66226,12487
31533,8445
44174,11196
24469,7603
44089,10255
47356,10969
97031,16084
51946,11072
65779,12950
2002,1597
47383,11044
3608,2983
7998,3945
61934,11582
57407,12576
11451,5807
93445,15548
66532,13544
33176,9376
79170,13600
17858,6781
86120,15435
7508,4063
15352,6045
39697,10154
85620,15387
10866,5549
72431,13029
21803,7436
31030,8859
12453,5905
81279,13566
58961,11467
52534,11406
96554,15527
64446,12269
65699,12852
45742,10706
4073,4108
67559,12798
44680,9986
76473,14555
60945,12068
56994,12146
10442,5674
90019,15847
30606,8824
22710,6952
13377,5988
91656,15078
26384,7592
73068,13993
13504,6240
85055,15266
90160,15121
4898,2671
44608,11497
65932,12135
15425,5764
12112,5241
22179,7746
43411,10267
7464,4633
21593,6784
7093,4093
25435,8427
57093,12507
15747,6674
62414,12722
72514,13136
32219,8573
27998,8751
68451,13124
24656,7408
10608,5594
66193,12572
50313,11916
69547,12943
5369,3336
41999,9952
33057,8937
1655,2341
32045,8883
39068,10693
37829,9682
23602,7165
72042,13529
95527,16467
28820,8481
56670,11036
31827,8489
74261,13790
71204,12398
81263,15063
90054,14800
85217,13146
40744,11323
18279,7496
93773,15016
54886,11266
36900,9558
42476,11127
52439,11457
23703,6988
67826,13669
60627,12561
3521,2271
91885,14810
76039,13702
70044,13155
13009,6165
15904,6856
33183,9296
90551,15589
71507,13605
71359,12851
82756,14407
24911,7633
16167,6935
80378,13832
19371,7131
21702,7048
35368,8593
55066,11777
76856,14010
25129,8439
25031,8268
37966,9133
24751,7854
86240,14149
98846,15312
38297,9933
99735,16048
70481,12486
28960,8670
6230,4096
25505,7422
68240,12993
45060,10080
45226,9717
81705,14809
45383,11104
58998,12056
22480,7719
82428,13795
23140,8036
37532,9773
28468,7814
23549,7829
16646,6639
52020,11151
84605,13784
44835,10344
62342,13050
90617,15397
10247,5219
37843,9380
9100,4481
59258,11717
66145,12945
79213,14181
98540,16263
53377,10806
96762,15441
85475,14285
88558,14903
47832,11269
63211,12229
46950,11193
72741,13773
92360,15039
51524,11821
82129,14573
12968,5352
82940,14022
33782,9620
9841,4686
40661,10415
87544,14241
69952,13722
93160,14467
7685,3589
69818,12976
67816,13653
34264,9785
39583,10291
15981,6595
90790,14709
37662,8968
69575,13851
42906,10928
35915,8989
69897,13321
62502,12403
43116,9870
74897,12978
31406,8999
72679,13399
8373,4349
9159,4733
35010,9320
22707,7693
92627,15827
44613,11028
18495,7197
5998,3640
76971,13521
41391,9833
29056,8965
30858,9166
67593,12145
39463,10433
44705,10702
77419,13923
30303,9256
3089,2918
29378,8126
14301,5601
23420,7763
69516,13274
47335,11186
55124,12893
60252,12900
35908,9028
78036,13999
30804,8630
46268,10888
47892,10445
28812,7767
43067,9702
15789,5045
52449,11084
96020,16553
70402,13035
2506,2655
8708,4119
22724,7134
50517,10738
40740,9780
21257,7277
14329,6532
24963,8580
83205,14754
49277,11467
15312,5995
22634,8560
61067,11975
12236,5498
27618,8109
54056,12127
94348,15137
86469,14787
81575,14749
33045,8557
70471,13575
84886,14739
29079,8120
3212,2553
38850,9797
48010,11063
43307,11125
90757,15961
27385,7900
42093,11535
76949,13641
10000,5917
48023,11676
72054,12918
16878,5793
41806,10283
28673,8919
56872,11938
44245,10540
75905,13998
21529,6555
22110,7491
39429,9524
80958,14043
55433,11134
88791,14244
93178,15425
40097,9945
20942,8058
59732,12030
4724,3811
40964,10710
40860,10196
27000,8338
34310,9876
93851,15984
94352,15661
95683,16164
11040,5352
92612,14674
38068,9914
69378,12837
45350,11274
64170,12531
12995,6150
1566,1577
26929,7682
56468,11775
49338,10451
97681,16020
38088,10368
40449,10348
94844,16098
63949,12989
65247,12564
3072,2827
57911,12097
46498,11376
24206,7823
46993,10294
20093,6422
63849,12542
46754,10840
62578,11842
81848,14865
30608,8649
83139,14865
87147,14336
76181,14264
70697,12786
6098,3629
77515,13712
51870,11250
92813,15775
49611,11323
99692,15293
49539,10590
29936,8730
49724,11030
24737,7967
93407,14458
57315,13086
43827,9613
40732,9984
75034,13328
80451,13565
39474,10247
53819,11499
64519,12124
36896,9376
69720,13532
94304,15843
50712,12049
82676,14542
87723,14555
38167,9453
49571,11389
3637,3675
52717,10493
58053,12038
83045,13775
26547,8184
64365,13546
10624,4266
13539,4988
85314,15365
37339,9826
43146,10376
47715,11375
15470,7098
12370,5697
69234,13151
92835,14291
63568,12161
43118,9454
88759,14912
24490,8534
6656,3870
62910,12769
59587,12643
85595,14826
70204,13204
50923,10602
77279,14257
90138,15609
87314,14788
79892,13964
69650,13602
54895,11888
19013,7702
23174,7384
45319,11019
9228,5015
68299,13091
13785,5574
5474,4077
68749,13909
56155,10850
82919,14478
20354,7427
7578,3930
78309,14215
46246,10932
84847,14927
79689,13945
36150,8847
32668,9050
50158,11849
37547,10131
67792,12363
63638,12532
32714,8989
23063,7889
55279,11705
42046,10169
99161,15454
31110,10028
31511,7989
91777,15162
4370,3371
29854,8964
41084,9933
19060,6687
91421,15384
19482,6794
46828,10484
6578,4609
84821,14052
12571,5248
29928,8827
8433,4958
86969,14626
83125,14651
44175,10612
24913,7747
50349,10731
15329,6684
42848,9855
44113,11843
68222,12800
99202,16549
72745,14032
65400,12641
85824,15165
86276,15174
35561,9262
53042,10656
11060,4503
77600,14225
26971,8202
48224,11072
88009,15336
86937,14555
62858,12911
23176,7299
41609,10245
17982,6797
29272,8021
94722,15385
27165,8668
26509,8396
34846,10061
83624,14225
16959,7267
89375,15058
67222,12726
84921,14652
99253,15393
84000,14647
15498,5404
47139,11476
68333,12749
54378,11678
10516,5727
48682,10718
90026,15340
51576,11934
43021,10442
46870,11020
11250,5957
42533,9734
28268,9004
50959,10465
43808,10205
57827,13015
28557,8932
36710,9588
36794,10620
49887,10618
99556,16039
81288,14204
49254,11108
69069,13517
21931,7726
98274,15728
45030,10988
40924,10803
71549,13546
44798,10994
94668,15494
55165,11506
58379,12106
59874,12579
3811,2208
2355,2580
59335,12526
69562,13237
47788,10451
24132,8123
17062,6212
5432,4538
32154,9496
85245,14726
78240,13853
5743,3062
68165,13965
1938,1904
19615,7831
97660,14521
50798,11234
82768,14099
47701,10432
84859,14727
10740,5999
67787,12819
60080,12367
35575,9051
84502,14079
41078,9055
86442,14358
3820,2975
98156,14948
79636,15050
19008,7142
94539,15737
55234,11011
98274,15899
88514,15641
75226,13674
88437,15042
11560,5250
36499,9773
43198,10396
88367,14722
61593,12611
52243,11425
28321,8583
34107,9198
81384,14809
25014,8851
14126,6074
52707,11742
25713,7815
15600,6567
22766,6764
84888,14831
4234,2792
61579,13092
39343,10335
71089,13262
17641,6950
11985,6428
37179,9594
91964,15329
31065,9062
65793,13112
69606,13037
6100,4327
58695,12122
58001,12136
41819,9946
88318,15393
4565,2939
41612,9465
24870,6844
71430,13770
54458,11426
18833,6560
88161,14860
65087,12148
48971,11249
37337,10796
87582,15159
87830,15020
42055,10705
53352,12786
91378,14919
69187,12959
37888,9457
64914,12000
52579,11541
1409,1893
10735,5337
40363,9530
68522,12138
56482,10902
28562,8607
71570,13558
34805,10199
95343,16025
36369,8872
56042,11289
28094,8640
19384,6979
37137,10126
38427,10489
95205,15619
90954,15111
16057,5827
13545,5330
3636,3338
69199,12539
90519,14854
87208,14191
35502,8925
20440,7058
48050,10816
50201,11500
94378,15985
29649,8489
83712,13862
7816,4253
65249,13250
17173,6058
1651,1498
3415,2206
6603,4765
13030,4570
50599,10705
92768,14676
15941,6122
82453,14039
32762,9116
15719,5999
73091,13019
70621,13053
55679,11185
48848,11565
25895,8721
31543,7959
20032,7309
3020,2796
11554,5420
68431,12826
63535,12249
19972,7536
53435,12038
45674,10743
10958,4438
2339,2451
41756,10013
1278,1756
20763,7268
29522,8534
32733,9539
10107,4694
10505,5613
78983,13877
51714,11773
16824,6937
36052,9703
53873,11312
84617,13635
90461,15275
35719,9237
90597,15097
44896,11080
90800,14718
62068,12523
10499,4311
81500,14458
9350,4529
99951,14661
80703,14417
89801,16297
33098,9080
73375,13011
94341,15674
49852,10976
97197,15813
41623,9704
67447,12218
82677,14542
36531,9271
92680,14878
21725,7852
17813,6439
29799,8849
97377,15322
88205,15451
9253,5684
68320,13409
63121,12085
93052,15663
31047,8807
4897,3717
95232,15261
89803,14779
88382,14987
68580,14039
97737,15779
67251,12858
20957,6897
43745,10284
20103,7866
56742,11662
27647,8105
19710,6449
59790,12595
93385,15569
2924,3380
8903,5095
45172,10562
31751,9660
33685,9833
73906,13659
16855,6691
51759,10556
42789,10488
59655,12264
78265,13954
2106,2528
54190,11177
33337,10287
21350,7684
83935,14841
15437,6566
34384,9768
66232,12932
61194,12082
31024,8030
47079,11383
21782,7665
73548,12944
68706,12457
59932,11334
22384,7331
45885,11290
17672,5912
99811,15837
32130,8204
48725,10310
54023,11279
40520,10969
68927,12726
58203,11361
61415,12119
10672,4901
21566,7218
76143,13463
44455,10259
96132,15703
9721,4914
90505,14541
59351,12469
17583,7736
7712,4597
33591,9753
94271,15078
55151,11782
90482,14484
42348,9093
66815,12559
85125,14371
30605,8169
90710,14949
38542,9198
81487,15214
51852,10749
63184,12139
49844,10844
89461,15418
43073,10725
31010,8821
12926,5358
36139,8146
20870,6785
61881,12456
18441,6584
47168,11409
47552,11140
85161,14246
18745,7181
79673,13369
94033,15468
78761,14523
51004,11577
31976,8645
38501,10210
30431,7846
96928,14987
75942,13301
17303,5665
31070,9336
17931,7435
52660,11367
18968,7493
57797,11511
45901,10489
50402,11033
97728,15068
94091,15581
1300,1757
37301,9409
24872,7926
63962,13086
75265,13518
59452,13313
47085,11198
72531,13617
21665,7397
75403,14665
35349,9561
40572,10011
67742,12562
79634,14271
7050,4485
97525,16473
62159,12363
12032,5601
6584,3914
44246,10810
55210,12067
12494,5324
20013,7101
1692,2107
91763,15309
97056,16098
49612,11896
43715,9738
10891,5690
11816,4964
60045,12537
41222,10305
6793,3807
32713,9809
67099,12722
8573,5121
68042,13061
94933,14587
96141,15442
85857,14989
51383,11183
82886,13931
44426,10841
48561,10885
8595,4593
70125,12583
99066,16468
48371,11785
59784,12010
45523,10313
62988,13747
85823,14781
78342,13588
20630,7312
60221,12285
67806,13611
10855,6364
7609,4345
16123,6702
79312,13858
15323,5560
17880,6719
18688,5903
30130,9950
81355,14784
