ad budget,units sold
18469,14628
6446,7141
21760,16236
2963,9046
43745,40273
11466,16361
28262,16370
6177,0
12160,12655
38340,30188
8543,8387
42675,27435
17626,5353
40278,33618
30607,19926
21299,21324
18221,10885
4323,0
43305,21044
11615,16777
2432,6131
24238,10416
41423,21154
9431,3962
9330,13148
45153,32960
9611,6446
14872,17841
35930,22814
7486,1896
37870,31614
24258,17725
49716,34510
44186,39592
2168,4841
1415,6125
11905,8604
47200,27195
6243,5059
17533,6996
28020,10254
23908,17478
6899,6130
34606,37274
39912,24696
10888,12773
46299,27446
16935,21169
8466,2569
16095,10867
12193,7822
2320,6410
47032,28923
13227,9517
18907,11278
39002,44390
45838,30161
39912,16437
1552,11409
21140,19860
21055,12120
49737,39596
34367,22688
16098,1136
25061,19063
32054,24615
15800,14676
43124,28661
46638,32662
46192,34694
26579,15378
2982,9206
41598,38373
36765,26317
18070,17664
31886,18079
45374,33531
35527,37203
40791,36508
30513,26145
23592,16722
47660,37876
24618,10884
16409,11187
10529,10679
25154,19965
33882,26947
45917,32807
17952,8915
16701,7365
10745,7085
25335,24673
3689,0
3988,3435
36919,29628
45487,41970
49426,39621
10013,0
40113,44840
4574,9489
33480,29683
8838,3617
29363,21577
32368,17360
33228,24580
47097,38732
29639,23560
15823,23174
24510,23634
39333,37308
5435,7589
39418,32510
21553,19971
8436,0
37476,28419
48219,30189
35477,21302
25244,27357
43721,28518
2692,0
16523,15556
33326,26249
48090,41150
43205,45099
1125,4337
46712,28066
2199,7357
39860,30568
17375,14908
3711,0
33437,29769
29022,15409
10182,11351
28641,18576
30530,28757
23612,11119
6995,0
41950,30312
39270,33014
13920,4265
23144,19738
19882,21152
3565,0
24373,20731
44557,38884
6024,3662
25691,20058
34799,19386
2241,4418
35510,28775
39477,32486
23383,31094
48507,37566
12830,12200
29975,31709
47546,37747
27551,17741
41928,35933
24267,15304
13375,17896
22513,21099
5403,0
5897,0
1163,1868
37078,31195
18379,7235
48759,43722
31030,28816
30870,26745
30482,28932
32058,19708
27871,16708
27379,20345
3251,0
44860,38901
24674,24572
7590,1851
32432,20739
41426,38270
23127,12610
39015,29499
8715,913
4817,302
30493,15356
18454,22456
5600,10554
25690,15710
43750,37778
34762,19195
38499,34530
23452,13457
8670,14241
22151,20787
18341,12480
30604,22034
9287,8297
19538,10087
18015,21161
45644,38351
16852,19268
47258,23109
22258,17903
39330,32952
42508,33986
3248,2733
7192,3827
28410,36272
10895,10176
7406,6660
34924,33559
48086,35114
42303,26116
6295,10479
13264,8610
29038,31395
39922,39726
10136,0
14213,11804
13072,16917
44010,24676
37053,31839
28431,26692
43290,34303
3003,2117
20999,23989
32279,16856
43747,39984
11438,11906
15227,19992
4672,0
8458,15627
19539,7301
4479,1601
15887,5730
1051,5189
3159,0
5390,11120
21035,6699
29491,20921
17080,24380
35880,24140
46520,43572
48361,42867
23149,10674
16339,14339
30305,33416
2354,0
6620,1156
4754,5774
17593,12786
17167,4758
23555,17513
34005,24292
42295,33032
41843,19054
9691,9939
10756,0
37308,34327
10327,14694
29520,11702
44308,43217
41025,32119
29900,30382
17533,19613
32881,17633
28782,17907
45488,46076
2624,0
41429,35309
21812,12914
8529,1399
21653,17210
28860,36236
14654,16332
3108,0
4947,5130
8899,0
14372,0
38682,31960
31373,29388
40435,41714
3263,4848
27188,21789
37583,28033
30295,27403
1577,0
16029,8754
36531,22134
31066,21708
18613,10542
49413,34775
20560,12609
9945,9221
30418,31948
18071,16186
47622,34658
18130,17132
21721,18038
3712,3985
18091,14334
16857,23840
42394,34508
46836,34101
48487,34126
35301,33649
17553,6924
18404,22865
8093,0
14156,18682
14785,16611
49359,36850
26271,16516
15694,19948
37114,40488
5013,329
33799,30522
25752,26479
12156,13342
11304,9369
41645,30977
39938,33618
13078,0
27078,29707
3315,0
28220,17545
32731,24161
33833,21074
13420,3967
19312,23906
22395,28694
41301,42332
47972,43391
16317,27841
49225,37782
17968,12201
23854,19151
6244,13569
31929,29059
41922,43902
25054,20435
19588,6679
45590,32433
35660,34676
8018,3447
11621,9869
1973,3059
44602,46531
40383,37583
38097,34577
35245,29144
26346,16091
41097,34333
7444,19010
25881,23784
25846,17368
12406,7413
40611,41001
26439,17956
6972,4373
49063,32399
38873,29431
11931,12383
8702,5183
20298,16386
22540,11114
33040,23090
47904,51116
32000,24796
30805,26822
3599,0
23100,18790
31509,23583
36003,35404
20183,22463
39241,38343
1018,1296
1858,13725
26992,26416
33580,18287
6380,14359
36800,29405
19915,22763
41239,26674
38487,30362
13943,15654
38631,32369
37806,29348
19836,1119
36614,24852
41832,27602
12394,0
7622,1841
46063,48003
26280,27970
12782,5215
2159,0
5626,983
24440,24088
37490,32422
12630,5831
45042,32454
48656,45413
7589,15218
49241,34013
24233,18684
36011,29579
9177,6208
35528,35204
49970,39062
39210,42817
27372,29103
24508,15488
15965,13173
4236,0
16611,10940
23282,23850
42003,35077
16829,26138
9680,412
12340,9674
32093,22640
22107,15789
10148,8370
44074,31198
18499,20547
19165,25840
44786,21816
26226,29338
19260,30509
25916,21871
44910,32264
31480,21751
33191,24706
10546,11019
37044,27071
22921,17858
49776,34085
37940,27611
46951,35088
13836,10855
9989,0
14740,9813
31180,23657
14102,12390
16357,21477
49381,38897
31255,17700
37094,30468
26221,16724
1719,0
18906,13349
24140,16195
2069,0
8749,4088
13935,13882
38655,31167
45035,30072
31720,20213
28937,23889
19540,9709
8944,1774
49702,36335
13747,5166
11505,9808
47217,35928
12697,18583
37907,23355
16221,19881
8087,7894
22462,26916
23789,27163
34400,24958
3199,0
48316,37768
45023,24159
22737,22148
7073,6568
17744,10602
11559,6550
33695,20823
49865,39700
9401,1569
12659,9905
42890,36431
14894,15815
30160,26801
30272,22428
25512,23074
34645,28527
47543,38795
22179,11584
11691,1863
17110,15236
36291,31951
46311,33322
30845,31721
40038,45311
25967,31295
29478,21983
6088,2272
41332,37787
8066,10526
40313,25571
3321,1204
46900,41489
25533,15049
25509,15939
42098,30116
9294,5040
47321,28441
39101,35438
26059,16442
32248,27013
41626,33871
21703,11292
39157,20728
4205,3899
35929,26129
18848,17811
34411,32402
15986,556
12628,8716
39119,37546
5553,13066
7518,0
39491,38505
8946,1100
1610,5524
5302,948
35311,32729
35234,26017
42876,25670
15656,9036
40004,35244
47487,35455
19656,9286
42811,26620
5536,0
43974,30271
20856,20130
37410,27556
45830,34872
17447,12879
46823,40699
34327,31285
35501,25239
9861,6305
21278,20877
2542,0
43231,31300
3415,6574
44751,32357
13905,12609
22601,8603
39155,34827
22563,16845
41955,36005
7643,12831
49435,37546
25044,10833
12246,7626
3458,10054
7028,6641
39215,24985
35716,27410
7306,8772
42019,32862
41860,32572
28678,18660
25908,16926
13363,12025
15066,15008
49897,38878
49544,36671
33711,31507
1189,0
12752,11937
8482,9984
17679,6559
25552,21280
1799,0
26381,20491
10934,12224
20084,18089
42556,38845
10909,10830
26931,18291
46183,27711
26868,22173
44558,38519
14846,1331
23257,21029
29013,23737
38482,28597
23875,21739
25717,18921
12408,7890
36607,21658
37281,32253
28326,14824
14601,7576
2135,4443
23741,17988
12913,20585
11101,12438
19631,20213
7548,11162
38284,29179
37870,27105
49985,32705
28215,13850
38279,37507
20215,12439
26582,26629
15024,3188
12413,8834
17319,21461
20446,17953
46483,38941
41743,29877
33036,21013
13621,10627
11511,2455
20923,16094
11558,15134
33235,18986
1526,5074
2753,8178
27248,20237
15656,12725
24266,16536
11220,7116
19038,20139
13741,15343
5841,7033
37809,33895
31575,26460
42733,26825
15418,18718
38185,25187
42745,33595
28881,28224
15587,4062
23268,22362
1448,0
38353,34251
46519,44431
9108,2861
49302,34236
12443,10411
23435,13354
34062,14186
2238,1639
16321,15068
17074,11688
14049,11918
36584,35560
2098,0
15679,11183
35505,28286
36533,27343
47998,36516
12434,20199
45859,37442
34178,25562
28575,31166
20329,22776
38554,34589
42837,30611
19493,31989
22830,8869
39603,20995
35754,30901
9126,5159
42838,19408
41068,32010
23093,18948
49316,38443
36171,30750
9262,4591
44270,34584
21785,25277
40469,38128
4295,2184
16687,16639
46643,42556
3121,0
4582,5648
48245,39534
31280,28970
43589,29207
39468,31369
41000,28274
38056,32437
32672,21186
2085,0
16891,14249
16600,7639
33458,17072
9645,13951
42578,30202
42596,25678
5874,0
14767,11215
27825,31722
11913,8692
17215,17269
19733,13481
15332,13381
5432,3105
23559,22268
27570,15261
41033,33278
7103,6605
44780,38199
16900,5445
3031,0
18633,18512
24192,20709
20940,27155
42287,30653
9988,0
39067,28456
13952,0
28369,26908
36862,29471
3977,5571
39493,34940
2268,8054
49929,24397
17756,1953
21764,12879
41385,31285
16032,14023
30478,25131
46702,38415
12885,930
10796,3868
40047,30103
33863,26186
16478,10180
33117,28020
21753,10555
21325,14164
8021,9435
16185,14175
6868,3254
14071,9153
9041,4376
17515,12002
45075,33037
41058,30660
49263,41185
26966,23222
40284,24350
43109,45238
45470,33117
23290,21445
31702,18932
29223,32154
34575,30889
46799,39734
45168,35061
22661,7088
17439,23928
37432,35068
34511,25680
32147,28589
30114,16228
7030,0
25515,20511
48429,33958
48743,36099
31333,24750
1079,0
48577,38380
30048,17414
45900,42795
3966,2571
49302,42607
4728,0
38304,34182
39581,40648
25794,21341
1947,4690
13565,9423
16844,15727
1594,10882
22414,31409
31690,27255
17524,7901
28469,26515
20439,8925
27206,18018
47785,35167
37973,42625
22555,26616
8782,14355
3660,7853
49781,34374
40624,33917
7089,16699
6318,7740
27605,28265
30400,14661
16405,17455
31209,18641
9062,5924
18424,23271
42274,35902
24987,24880
45419,35225
21556,5689
28601,17269
20330,20345
16730,15392
4236,13363
4680,4504
31312,19693
49151,39166
22191,23740
45066,25510
18921,17211
37640,22549
35635,29484
49588,44029
37688,33462
6693,13397
21266,18517
44716,38854
27488,25282
25122,14279
42224,33014
30004,9249
7331,8126
22566,1543
46875,42595
43262,44529
47621,41089
43154,38442
41899,40748
45564,33842
21778,9787
34926,27425
21751,12823
18528,15283
1068,2383
4717,904
16218,8692
44968,23050
26402,20109
49623,37077
32643,23919
43129,38893
49460,51360
30152,21980
12526,12337
27916,23857
43975,41988
27028,16152
27709,16519
42999,29451
16063,0
5723,4302
5213,0
23797,20545
37234,15433
20410,15986
24382,17969
46217,33704
3747,8987
24655,14896
31348,26901
13454,6972
13587,20824
23555,18022
29071,27312
21239,20649
32602,32955
3203,3439
14635,3803
2144,4373
33699,28622
20083,0
27127,11670
13213,14806
17944,22878
2187,1253
4133,8162
4411,4184
35457,28584
38175,29681
36191,29437
7728,8513
34744,25385
23881,26585
13801,5040
11548,19445
33886,25816
35310,27936
20427,12576
1972,4034
34683,25486
7621,3244
27013,25288
15530,19391
8354,431
47529,42977
38359,38175
24223,8788
42232,28709
13550,18183
23660,21167
32029,35879
31268,23951
48119,35339
27340,30040
5290,0
31138,23446
7446,9314
14432,15496
2522,0
34329,29027
4540,1887
13328,566
35247,25431
7677,0
42616,30136
26947,14348
46534,41870
14520,13418
45711,45801
23805,13513
31444,25895
21143,10297
11292,5244
43844,32678
17017,25455
26323,23242
42423,33172
42713,40644
23320,22694
9774,7483
3205,6615
13342,8839
5027,21935
17327,21182
22200,15320
8188,11106
3808,6340
14851,13579
16354,16172
16058,7972
15620,9886
32230,35736
37681,31369
18803,10841
3167,1693
3144,0
3167,7920
43520,31451
43136,34774
26844,17500
29163,36578
23920,22911
18550,18378
37343,34061
19254,13035
41011,41936
21147,16512
13926,21778
34823,25910
24991,24286
42851,35282
28563,24456
31688,15330
30023,18119
35130,37164
1925,0
17321,19209
11769,25015
37748,33516
41028,45583
17151,17873
11597,10855
35187,30397
44835,34804
1059,0
36292,25883
21181,19484
28235,35790
29672,32284
2578,3292
46366,40778
48295,38124
17047,22166
33160,16734
34475,39164
25549,17168
6277,2717
2780,0
47579,38992
46913,33445
15662,19511
32516,30064
33161,22367
45499,31137
32886,22457
9800,2166
6439,3474
5307,0
3364,9701
17568,11064
39092,34728
6483,8690
1245,0
9430,11825
9183,0
39692,26751
31086,28873
33726,27730
14901,9878
4907,0
34044,33023
29604,26288
38869,25956
15537,6660
13501,16962
38371,32499
47154,29561
37821,25874
24196,31101
7073,11672
11561,9252
19101,15415
46516,24161
32426,33781
30341,21564
8313,1798
31773,29918
29003,19423
27420,10998
6714,7830
28139,13418
27098,21326
43294,36541
14582,9999
44583,34026
14760,21114
7255,15196
17622,8592
36983,26018
41309,29808
30715,24383
37415,29440
22792,28536
43576,33748
23724,12798
4652,194
27297,24078
33422,25195
15028,13904
14803,10377
7307,10194
32325,25330
32574,18761
20262,14128
2535,15296
15932,20163
16749,6429
9727,18452
18332,15488
30534,21497
11834,7778
21325,17401
10213,14675
49205,40504
2403,3923
8506,14073
30659,22133
8591,8687
13996,13830
38828,31871
48830,42058
35370,24149
14472,17458
30098,20755
3196,5285
12091,10935
16040,8712
49784,49562
7023,15918
21543,11709
29377,28297
37635,29373
43337,30627
41409,35338
6004,9806
10963,9737
14796,9656
41972,41554
8077,14654
30848,20581
13526,11366
4261,0
18046,19449
14397,19483
26269,23352
37158,23514
26757,31097
16299,25222
2902,0
43399,37392
49330,44364
47308,42571
4846,4166
13359,21474
3520,0
41832,24151
21098,16784
40451,42822
24136,26267
36885,20548
31720,42437
22157,21052
49372,32584
20674,15986
33357,32488
13578,18377
3251,2205
14513,14743
38429,29995
28105,22089
47871,42646
21990,26236
26499,14374
7421,4540
25591,16861
27979,16335
21835,11114
38693,31104
13202,4126
36414,22492
26666,20257
20290,10355
19130,18356
38077,27587
20396,9150
18952,29116
28122,9701
30381,29443
46435,39225
41078,29954
24267,13967
48735,49359
43007,47149
8088,4714
32818,23625
13822,17830
37589,28595
2436,5450
46665,40680
28281,22849
23481,19775
31469,27393
19867,9362
41487,29111
23766,20367
30737,21864
22213,34435
29355,24279
23537,8400
3794,0
45296,41163
33324,27507
31858,34130
43850,31216
14018,10491
18481,16460
16584,12337
10850,7254
26701,25714
42223,28776
44952,39176
46975,48551
1160,10859
26832,10630
32210,22829
23290,20375
30441,32020
25886,21968
33394,34394
9418,3518
8081,8444
38180,32674
11114,16771
19722,21229
22972,22518
18985,20284
6888,0
4718,2746
33147,20488
44382,31587
19309,14405
20299,2701
42211,32943
23036,13732
20885,10371
30346,24852
48971,36844
27691,24202
41042,28941
49527,38568
18986,29941
28846,26815
48872,34021
42401,41357
9192,16644
40269,35807
39487,26898
10412,14527
16963,10107
34623,35803
2017,168
6279,3346
11412,12274
8712,15431
16817,27663
29080,23426
7624,3641
30126,19177
17579,5172
16131,6869
38462,32183
47815,44580
38419,25313
24375,24223
27093,16503
46494,32753
33525,20403
30030,32015
45067,45692
6207,591
11897,4663
27639,25847
3792,13402
1420,10820
30224,21869
20198,15057
36608,21897
47205,35386
18415,15312
41407,25027
18875,11830
5975,6113
27461,12849
22331,20679
17893,20437
19243,18815
16535,10247
6061,11881
2858,10611
26489,23098
14678,12637
35833,24948
48159,36087
20350,22713
14346,22573
49005,36714
7773,5191
30465,20489
10788,6046
33343,19126
47862,40865
38210,22959
10247,4908
46963,37204
42983,26502
36972,24934
17959,7615
24807,26443
35133,36654
25218,15439
22734,34767
23828,13458
18400,12180
21002,19759
33793,30558
37492,28079
33217,33139
37226,36973
28932,23100
44327,34561
31875,21837
26046,14595
24664,14928
25453,23630
5746,4601
24973,18513
14217,7947
24362,16193
42835,33997
10133,7362
36809,29441
41533,30559
6404,1098
34339,27522
29725,27679
9796,4785
46380,22780
49073,31054
22364,24337
42341,39835
2236,5669
3380,5780
40945,38862
15538,10371
12971,11210
44065,30621
35285,27176
18917,26511
39655,26764
12486,2998
38410,29566
26446,18757
22703,19758
45191,40910
12399,7672
39829,44504
13685,18332
23241,14012
5487,3915
13018,13585
31825,20487
8750,0
18684,26523
44118,28652
15410,17443
16105,17087
19913,11035
37028,41382
48342,39061
47480,38811
18711,5739
25967,8102
37023,28163
37005,37388
27622,10927
46201,37833
10497,8887
17350,21326
49709,45866
23696,19798
28470,22215
31889,21192
11224,2107
42724,30421
6465,0
17882,13675
33203,26354
28944,21507
30837,25326
3944,400
25336,25319
39624,33071
45764,33707
32796,19238
29789,23342
46420,43983
25222,23714
39845,36425
1135,5252
16773,20712
43060,39621
27447,22852
5033,1584
21497,22453
15178,0
7546,13641
9396,11657
21978,27414
44331,28747
13882,18078
17945,18337
22784,14582
4314,2633
19595,14438
19755,13614
33311,18557
46695,44402
31598,19600
36449,22861
36574,36454
45729,28167
19639,13895
46370,31130
32023,35439
10092,14936
7382,976
43710,28986
4159,7931
6656,7925
2452,0
43203,31883
19706,14362
10862,14101
11219,18399
24481,30521
35536,24022
7096,6025
38953,39223
12855,5061
44262,31317
15460,17149
34937,25137
22094,8823
40358,27325
28924,29081
18789,16525
1123,0
49394,35862
6909,16464
32854,25866
4896,2456
41834,33516
43141,35744
18111,12144
8039,14474
45844,33849
25099,26042
4670,14671
44335,37734
16029,6537
32811,27378
16793,10052
42318,39243
49106,40528
21126,16186
20228,10132
19595,4510
1972,0
1360,4994
3632,10002
36958,27706
38716,25305
16346,14215
49322,43589
19008,19870
13120,11663
31283,37448
8818,14668
6119,0
31579,16458
46721,30595
48668,45945
30837,14414
1975,4325
17265,12792
5318,0
36081,30358
42515,32953
44069,40097
48816,29291
14134,5946
40432,27104
47150,41690
11841,8047
27135,28793
13427,8349
41251,34325
35131,37010
37727,19544
26165,21106
2749,2010
34308,22719
8634,5924
11614,11164
25866,16215
11282,9358
21319,10937
37726,28955
16412,18702
37627,35955
9050,14277
25583,19857
19041,13272
7185,10176
21812,24451
26832,21966
18423,23811
48156,42788
42644,30689
37786,27529
30665,24289
10989,0
19208,12046
24054,26088
31477,33252
31374,26815
42220,36502
4571,1797
20576,12620
10680,11966
26706,18726
15318,22396
21659,19779
6029,7495
49436,33192
3774,0
17972,17048
15048,9057
34372,33401
44188,29874
42133,30519
15689,19268
17737,16810
17014,7603
22818,18458
34201,38783
12144,10577
32001,24713
1867,6865
28182,24659
15340,20934
12837,14800
48059,43886
9787,16783
1393,0
13056,6852
44160,27254
45957,35501
29429,15692
46909,39720
32899,22638
33221,32351
21754,22075
45389,33974
21905,23382
25083,20962
42098,23051
30621,18565
21577,12917
37728,30244
1663,0
48301,35467
20216,19659
48259,43329
10265,4501
5574,0
23755,26589
32241,42149
23676,13289
22561,23396
25737,19755
24390,23568
27076,15943
6546,0
22280,11088
33953,23778
22037,16221
41576,38932
29564,18650
34597,23851
20903,29206
31806,25765
47328,39574
25392,24785
29087,20127
45288,36120
45308,34312
23293,18136
11677,14401
13803,15090
47656,24431
47002,43589
2225,0
6774,7788
14043,8789
17163,13420
3844,10967
8347,8694
21804,25028
37764,29905
28246,21667
43458,34839
2688,0
48055,22298
18251,9916
13504,16967
40720,41099
28584,10853
45484,44107
49531,36071
39852,23323
14219,17731
43972,32145
25815,36345
49865,35853
25623,18840
37817,24395
4457,4465
28855,27866
37258,19425
16470,17111
49957,37514
46930,32379
19281,7017
12728,16054
46680,39064
39723,28286
11162,13606
30272,27397
36488,34397
44341,45316
12338,11176
23296,30231
12675,18705
25070,24757
21080,6717
48139,39170
14936,13427
11019,10109
42182,33087
2746,6073
23768,23689
9325,0
45763,44739
5486,0
17485,11553
15328,6937
20112,11759
45001,42520
33280,27354
27576,26156
43528,38614
16702,1871
22320,14510
19437,20041
1193,4895
26317,10514
29482,29766
20343,19971
30144,18338
12612,12541
20307,14871
20623,19450
21249,6198
9229,5268
27274,28904
38334,33900
7595,10826
29602,22280
39377,34888
38876,30122
35551,22892
43926,33628
25678,29267
23214,25365
39599,25726
33809,24543
44954,30418
28794,24112
23593,24858
29864,36082
45329,27698
43636,40059
4689,3705
41363,30888
15687,6938
21381,27784
34093,17501
24589,16733
2120,3900
17491,16713
44638,43191
40062,26766
6193,8701
24608,19309
16213,13212
49379,36746
15230,13155
19423,14684
18187,12412
11040,5681
1766,3648
30949,16774
47464,36817
4527,0
12021,8879
18872,14436
37897,35519
12758,14160
19757,17556
26412,22166
15312,11104
23119,17239
12804,0
47545,42438
11983,11186
30999,32001
31557,21918
40758,40169
29788,22679
32950,22921
4983,13259
4768,5998
2504,12029
3450,3783
12236,14633
9002,13374
10891,7025
39787,33906
14898,12844
11472,14172
16264,6619
18691,18560
44487,41112
33632,22808
34743,22506
44016,25263
14002,23672
47981,33995
44386,44017
29250,22152
44388,42100
22323,21344
4733,16399
42319,42530
3223,3857
17868,16153
35196,32232
3080,18552
14776,12227
1695,0
33969,28643
13049,6595
16628,14570
9265,14319
25671,23561
13460,7209
4477,2364
3202,0
49310,47102
24874,24823
48392,32184
42217,48900
12850,8978
40085,33841
21809,15422
6350,7601
3806,3609
8163,0
29832,30907
1185,0
41838,38973
25718,19183
12545,10416
26215,23865
29325,24284
19458,20029
17006,9356
29544,29857
33969,20992
12284,4350
39478,35056
28655,29221
30143,25817
16698,22312
35870,23694
10102,1090
2571,7086
38893,31848
40465,37209
22553,11874
19543,12975
29901,34378
15034,10821
28120,31055
2329,6524
42420,32223
26382,29576
4699,5717
39795,31917
11667,8854
38591,33506
43115,27722
24459,24961
7959,9016
30581,21038
47384,30296
7210,4264
13517,12315
13620,11832
37744,31094
23804,23086
31568,18350
18991,14800
9912,9717
33527,29586
31863,30883
45827,35441
34458,27886
21407,12676
13344,13005
37205,24541
3355,6126
31893,32601
1749,4209
20435,24048
46733,34666
46615,30100
39526,30650
19088,11586
45405,33363
39842,18543
47146,38771
25403,20451
48297,43696
39042,34552
47775,37168
40177,37619
40056,37365
23713,16048
1885,2685
34632,36769
40685,34507
12686,5216
4054,0
9977,0
26032,8539
49967,37069
9536,6581
16070,6998
17937,10244
22500,12276
41451,23681
11011,7790
49039,43243
9896,4857
30799,31456
15582,13384
40958,38124
42912,34520
1814,5478
10740,126
25719,25630
36545,29275
21150,23508
5958,3253
4825,14310
15800,15842
10999,3368
21854,24252
46732,31039
28315,15969
40540,40165
10481,10398
49505,40038
18246,11573
23601,23871
11677,7711
30552,25651
23322,11894
3355,2338
10157,9177
36163,32136
26914,23558
34292,25432
1561,2957
9167,13218
17184,4843
25497,19405
24800,21092
38432,25212
2205,7342
13039,14028
46161,42918
36006,41763
18544,16816
13987,9491
6239,10623
45785,33100
24358,22271
18138,20731
23984,24180
29428,31986
10096,6438
48582,43120
25536,20986
47059,39167
3621,4417
36958,32800
4948,3758
2287,0
24902,20847
48358,40857
22164,17480
16668,15947
2772,1477
33238,24964
39968,40321
16762,26952
36906,34802
8213,3123
15941,14103
31345,25976
36184,32972
16964,14700
27855,25974
18968,25905
2046,0
15909,9690
14578,17419
24368,19229
29599,27236
6719,4236
16960,22929
24606,26652
49366,41285
16624,23344
40179,34001
41842,33871
11352,17903
31885,17113
16003,13809
10223,10297
32433,24611
13718,6501
2315,1421
22553,8980
25682,29866
20464,25992
42704,34603
32419,24069
14767,2951
7466,2050
32028,34520
48953,39211
38858,28004
5240,4471
32459,22731
26396,11658
17795,12397
25689,14281
15910,15296
3446,8326
4346,0
46179,38111
41517,33120
5142,0
17070,0
47955,32216
8087,1813
24752,20661
16635,14767
23218,26024
32873,20098
49575,34741
43965,31303
46039,35688
15724,13897
32351,28462
32433,14652
10261,15379
14479,14400
16804,18739
28245,8263
46101,41872
13827,5091
43368,31990
45700,45164
13040,14378
20477,12321
17127,18479
22182,19910
27049,19195
25527,23276
13473,8509
17709,16489
34974,30224
43464,37792
14714,23317
35208,33838
32945,32356
22568,14893
10147,0
17267,12687
42514,31093
32452,29559
6136,3723
33579,34821
32516,15578
12446,8281
46099,39116
25524,14566
14188,16781
39587,36904
41837,30882
46537,53123
6560,0
46621,29218
44227,32536
37397,31059
12657,446
39082,34981
19840,30634
42430,25586
41397,34296
12324,15607
26247,25592
18558,27797
20943,13938
40460,44284
42986,34027
45514,33350
16372,24372
13631,8699
2472,8405
27955,19408
48367,31049
31802,17814
5872,8931
28547,16454
44341,34212
14691,7855
45250,30927
5753,61
2833,3510
39696,13889
9645,12780
40584,24698
31441,18148
41024,24155
44317,37069
16062,21633
10635,7694
21064,19473
10940,11985
36169,33382
14111,5267
45131,45666
46200,34956
30739,26278
43746,34097
18793,12362
19146,20954
34677,31552
1760,0
24022,21733
6612,17875
37008,30721
28265,19547
1530,0
10551,5069
29394,16621
43987,34082
49984,38852
3560,6449
19561,12514
6103,16948
25090,14452
18921,16020
43233,30101
3781,0
18330,12987
6257,6228
35956,33582
39831,29071
16615,4311
1881,9723
2847,0
40367,30815
23110,18819
38336,30056
17314,5380
31118,30067
40931,15835
44924,41818
23966,26111
45023,41438
12320,8031
3216,3349
26564,17236
39469,31987
25401,24096
12780,3654
11694,8549
5809,1784
17562,21087
48160,32882
33441,30510
41539,32915
2929,1598
30617,28430
48074,36155
15244,12815
33879,33770
45179,31481
12116,11319
23418,24022
16707,16167
18765,22699
36895,28797
14100,15309
24867,26510
44971,25827
2208,0
45085,38342
1036,6352
19212,16831
12252,18181
20725,13375
8006,0
48835,43836
25059,19369
6347,51
33171,36787
29517,28095
25274,24126
34577,37221
28648,20596
5118,12575
18910,17639
14083,7729
14187,11308
1424,2259
27641,28789
35750,20500
16918,3044
24154,14598
49166,38926
12992,14680
35001,25254
43757,37508
15546,22056
42524,23824
4019,2399
2304,16360
47912,34065
17832,9364
23791,22159
11022,5639
11350,15535
12818,25105
34617,28142
4962,20396
5854,1966
35307,27240
3944,0
23327,15961
4244,1963
23720,21460
26090,13396
47023,34513
35359,25334
49536,44990
8855,7784
2601,2782
32952,26861
46577,26794
6690,14996
13521,5267
35610,33828
11483,7835
9058,3578
14704,18025
6565,0
44856,29230
38256,31550
31615,26415
42674,39056
2927,6641
16512,12793
9301,8068
22313,16979
9457,16073
6492,0
4223,3568
23511,23426
22455,24624
34722,23771
24434,13724
31341,17624
43309,32589
16007,14331
35342,25441
27799,26434
16674,12946
16426,16798
8095,7359
45791,26521
25104,13184
4255,10347
34826,22239
35725,33692
24032,19983
5944,0
38826,35559
31497,22332
28723,23888
36287,27770
12845,0
25297,24280
3570,7459
28503,19838
8450,10614
21271,11786
41471,28069
16898,14956
15389,8134
49182,38571
26463,15536
1744,0
23804,20289
37282,31128
11871,9612
14536,9885
24097,15056
1175,0
4217,0
16106,9262
31359,31215
47464,39357
23357,20847
43354,27149
39570,32770
8034,8450
17263,23326
43180,34431
9776,5458
44822,31259
10812,9008
20739,15422
27925,29075
20575,21872
23231,12614
12399,9786
48731,53670
24100,10485
11768,8294
34299,31954
12357,8460
2437,17
25946,17939
21888,11127
6502,4187
41376,39257
6566,0
42576,35661
5014,10485
14613,11566
41167,30406
34699,31805
36233,23585
49391,42044
22814,17252
24386,19885
47776,48280
42585,41005
39756,40694
8509,1899
23316,12522
46617,40094
12071,11601
28742,11135
47849,40305
14228,23666
12614,21474
11301,4843
36549,33505
43851,29747
12374,9324
35407,23404
47606,31071
42741,39493
14982,13705
32258,28471
46652,41120
11248,10182
11515,2986
36042,30096
27809,20940
11830,8316
36248,23337
7799,0
9547,4234
32562,29322
15328,11846
13679,21642
22058,17253
33237,27759
47696,38257
20906,10349
44427,35413
39872,25488
17547,13627
24306,8885
29210,22951
46693,38243
29239,24712
28830,14457
4381,6389
35832,32620
40357,26537
29841,29785
8447,7890
21368,16733
21271,20424
1339,10800
20974,15934
27509,19043
38898,43602
27221,20739
28263,24810
8733,5946
46878,27860
6049,2994
44086,41936
46401,32262
22088,25580
16608,17868
1638,0
8709,0
6143,0
2224,0
48234,32050
49047,46556
45870,29595
38013,25060
10741,17706
23991,17612
41175,35469
27081,24452
48558,30120
16642,18130
10567,12133
42627,38017
39536,27557
18399,16441
34103,26245
46721,37936
16330,8401
17464,12830
3134,8369
30662,12974
1184,0
31387,28942
41824,26932
8263,9013
14191,14167
4514,2692
33734,28795
7077,15433
36120,24862
49484,31260
