Company_Profit,Bonus_Amount
2542594,131378.38
3607714,179451.37
830702,37284.44
1624680,84405.52
229353,14170.82
3245150,160201.38
1243691,59244.77
1560667,75982.8
3439813,171315.94
412418,20976.48
2551883,129058.6
210638,9320.64
3156294,164009.16
1402142,76229.49
4256680,213724.27
587577,30399.09
4482591,222320.53
2048925,106019.31
2025389,101905.06
4883680,240018.66
3172780,156852.66
1943382,97385.31
1579450,82312.16
1670271,76352.83
4351558,218696.0
4245102,212223.5
3660362,181490.03
874364,42433.27
4096379,207864.81
3740297,187001.0
2576914,121510.52
623244,30979.05
1114668,57385.64
3777743,186881.38
1920836,90794.49
3818758,194503.54
857643,41485.46
4889503,245141.56
2698246,129090.65
3305569,168838.41
3734069,182932.13
4755855,241795.43
3436469,169895.83
4374066,219895.52
3293603,167230.36
4967270,244598.13
3886453,196059.97
734413,38753.41
697795,29392.15
4075488,202361.53
3201402,155780.89
1098162,48560.42
4496316,224122.63
3326252,165394.84
3472131,171497.43
3642900,179522.96
684381,29307.55
4534827,226743.37
1540554,78842.72
2391802,120661.21
3747584,182381.58
722648,38381.42
1630472,84630.37
1291902,71715.66
3752696,185438.92
3972160,200501.83
425779,26080.49
177961,10700.38
2000571,109167.63
1305521,64493.85
2035639,100408.58
2329115,110963.95
2439372,121815.61
4171248,208695.46
2870427,144414.69
2004495,101839.58
4365522,217746.09
933146,47595.55
2115300,104966.59
1200502,61771.02
2004910,96199.65
2761733,136004.91
2058734,103919.23
3103685,157376.37
3693213,184235.17
4328003,215358.82
2459207,122289.8
349899,14882.88
4836178,241114.73
2385462,122439.74
3852272,192292.44
2575941,127960.23
3351713,167034.91
2482174,129544.94
974058,51308.8
1443555,74756.91
2235008,113368.82
3243787,163864.76
205799,12892.7
767743,43626.9
3984707,199837.14
3497641,175523.85
704440,39383.64
1312351,66078.35
4002936,203249.71
3976882,197794.8
3922009,191975.48
942835,43264.88
3516786,181008.01
570528,37042.88
3439512,172129.78
3207764,158781.26
340462,18089.22
2116368,103830.26
3900572,201036.55
4716590,233533.89
3491803,170668.56
4345014,217663.27
2790927,141617.94
3111745,155465.79
3412177,174843.54
2504644,125484.65
2400655,118915.67
4263574,221160.24
447435,23595.94
1097845,52923.18
1766495,85165.31
4586603,225934.99
2919659,137110.92
1967748,102161.64
1225052,60865.32
2508034,127655.1
1470147,74142.73
4101134,197840.41
4425922,220585.55
3331940,166130.02
153836,11973.08
2358878,120798.13
4130789,206030.82
964121,48098.84
3960753,195774.14
4952193,244892.1
3872112,191350.18
556419,27207.47
4048448,202757.76
4302461,214284.72
1599590,81004.08
2394197,118395.38
4832976,243727.79
3212089,166507.73
3470784,177292.88
4059660,199892.63
934591,45002.54
373365,22445.36
949301,42562.6
4174625,207846.45
3159233,158098.08
4277123,213032.95
2104564,104560.49
3924051,197173.36
4371582,218750.69
1009936,48057.48
2055353,108009.76
3648018,182366.99
2734551,137830.18
564007,27276.99
694306,34827.43
2205875,108023.53
2805073,136505.55
3510192,177548.48
3739136,184219.73
1104382,54345.97
2555568,133126.44
2865199,147117.87
3894884,192435.62
4944933,248534.44
2188816,105160.03
4246641,216186.77
656594,33094.48
1649583,85984.04
3855728,193626.27
521968,24848.71
4811898,239765.04
4214280,209552.46
4250306,213850.14
3211323,158267.41
877282,43895.76
1734143,87061.75
1248075,57648.08
3887206,191033.95
3551270,172531.35
685416,33392.49
3505611,175008.96
1141713,59277.82
644772,29617.51
606752,26336.12
440183,20398.87
2484682,125389.63
3755160,192894.82
1466160,73611.2
4264427,210115.53
2442864,123356.94
344351,17530.54
4047277,202463.99
2208730,106420.22
3098184,156098.39
1321481,64667.54
899565,43544.94
2600558,132728.89
4343975,218941.65
3578475,175512.03
274171,18217.86
154085,10849.25
419780,18461.32
122842,0.0
4008370,201485.62
3681760,184890.18
4200207,207216.59
4639738,237457.13
4269248,213135.5
4138069,206798.18
1907778,96407.65
2468182,127087.23
3565847,179158.58
3711534,185817.5
2616808,126503.71
1426193,71251.96
928759,50468.82
3167680,156381.72
3743335,187558.46
949975,38249.07
2526295,130589.15
773343,38348.49
4672698,233145.43
1280369,65579.8
2651288,133456.37
3238563,163183.05
3067755,149893.84
1079587,57958.14
423559,24654.3
2930292,147528.66
1601992,84770.13
395991,19887.55
1270015,62104.26
4941443,247901.33
4741034,240659.87
238898,10705.91
4971525,247132.02
1550877,74373.05
4925164,246224.68
4691931,235227.49
3838543,188830.18
4747152,231391.1
4238542,210823.16
4195204,210537.46
3894876,199866.38
4819241,243318.2
2988937,156625.89
1615693,79340.14
4077695,205297.05
3850057,192182.16
2609329,137971.67
3763237,189979.59
2021807,94042.73
1731996,84748.04
1577041,74350.64
1902067,99025.88
1723613,83756.15
2197787,111167.16
4648929,231995.75
786137,38114.27
3420727,168154.92
4144836,205775.56
4585013,229406.84
426233,20333.17
3829886,193032.61
1543672,71974.12
2731618,132214.57
3531226,178832.04
2679539,130887.85
1599217,75283.43
2488448,125282.6
219142,10415.22
367102,20908.82
1236766,53959.69
1337749,61670.0
3051306,154121.13
4804765,241850.91
187328,11690.69
306102,17137.1
4350311,217700.03
111067,3745.81
1583119,73535.12
4682345,239930.36
3389521,166551.44
3671881,187109.75
2167095,106526.53
3145027,156532.84
2144101,104745.04
3039878,152190.87
1440211,73478.82
3354417,162546.35
4273925,215208.66
4142017,212042.79
4451342,224118.98
3421961,173507.31
4385196,218727.48
3969934,196924.22
4520846,226777.94
4391315,216293.43
1004578,49399.22
130197,1470.19
3048057,148966.54
4221622,214606.99
2606342,122874.63
3152445,159859.29
1797122,95887.93
2263726,113930.46
2375804,115908.93
2445058,124097.49
444882,17923.39
301163,12647.12
3647442,178377.13
2542922,123168.37
2343561,119816.48
891707,44036.55
497226,26716.52
784241,39900.93
3904084,190596.17
2387535,118503.99
1968343,95558.59
228190,9975.21
1598973,79689.76
1093728,53771.02
2252752,113260.21
1651948,82980.83
1921518,93067.59
1775417,89088.93
3518077,181116.88
1812296,88976.93
2923899,141803.91
4038031,201152.4
1134107,59087.52
4366782,220289.12
3299864,166107.37
2836906,146595.29
1446343,76664.63
4606532,233720.8
1802782,89330.7
3938216,205344.71
3784478,187219.34
101263,7743.68
4294246,212747.99
2940965,149346.67
4607029,232097.72
4671735,232601.71
3532226,170368.23
777023,45379.89
3621384,185897.63
3678751,188405.13
3707573,181012.35
4602948,233128.19
1139910,56556.43
872929,42391.73
2591733,127108.58
3603156,184522.49
3531625,177548.73
2052095,102656.89
1169741,59597.37
2952937,148241.84
4800844,243061.08
3435800,165550.38
2550916,126336.28
529848,22315.81
1779378,89712.79
1230879,56835.75
3553274,173970.41
604473,31178.87
4284930,213365.72
3949718,198554.11
4422219,217506.01
3343599,166462.78
2943956,147045.06
3274830,159634.6
1227021,59258.13
4818833,241470.15
2181969,107996.59
409264,17920.78
481888,24791.47
2738720,135415.22
3871829,194450.26
3394406,171371.12
2625664,133081.81
283323,14543.66
4711486,235026.15
1712658,85505.16
3482500,178084.52
3455706,170697.71
4334964,220837.67
1037153,50340.02
2309819,116932.79
718421,36515.78
3091995,156639.41
3214393,152283.43
4327572,218064.96
3269137,162921.44
211142,12443.33
3283862,165067.53
2434900,124522.71
1295236,61808.57
4682277,228648.62
3161540,153222.8
2872088,142091.93
1419086,68526.62
2659608,134516.62
4069070,207135.68
2600299,132181.73
538623,25143.77
3599567,179679.12
2653250,134438.48
3905239,199338.81
3450279,175712.68
4307497,218579.77
2295136,115969.25
3929319,199833.87
841547,44481.54
2551406,122911.03
2259375,113914.14
3556416,175266.81
976185,46248.3
4402513,220591.94
3095291,154746.12
3016499,150133.15
2667415,129533.08
980318,48528.53
4587862,225826.7
3882774,195069.56
902155,45011.22
2130607,108408.44
4929139,243477.96
805612,43830.0
3496312,175427.51
193730,19837.08
4910254,242941.05
1602533,85042.63
3362483,165824.14
206679,13447.26
3346769,168849.12
2526144,121822.33
2422254,120264.2
4449467,225327.42
2685287,133637.8
559974,30979.13
2067180,105053.45
2386543,122619.1
1383970,70755.05
844123,39401.24
454613,22942.73
2666727,133899.03
1754486,87745.49
3433734,169472.46
966242,47594.44
1525505,78042.03
2483740,124323.11
1113262,48569.57
2861841,146983.9
4398835,218602.5
3862409,188225.1
3178179,158911.52
2569909,126648.74
2206407,107648.28
680933,34572.1
4412167,224785.67
2151824,108985.34
3544562,173134.83
876652,43040.74
4838725,240654.98
4776894,240425.64
774266,32944.32
390005,21262.1
4271206,210784.32
3294978,163039.29
769703,41239.33
3960511,199037.8
3012548,152253.38
4894377,247630.88
2310921,114712.46
3878405,190936.63
631541,32357.38
4272754,216119.41
4420399,221218.31
361585,22049.41
3217900,159918.62
3569126,177835.86
2498601,121509.68
4736613,233994.89
3404321,170857.85
4038831,198105.41
2215491,110599.64
1659650,82864.91
827006,43104.0
4640225,234892.18
4993567,251172.22
2277613,120379.39
730918,36895.51
863148,48373.39
2609000,123223.29
443914,23260.14
2615779,129636.99
2714916,136778.37
3065863,154271.55
1803094,92660.76
1517724,78081.2
2544479,127763.61
2610961,127027.42
3334099,168495.55
3205471,156632.63
2962370,145511.75
2229327,112901.13
1952296,98174.46
4863070,240217.45
4336510,212913.42
118906,6307.34
3254682,162088.58
2407593,118739.36
2957318,149829.55
2990730,149445.81
821112,44114.61
4390009,221273.01
1325099,61624.75
197896,4418.49
3753416,190152.0
3916347,199202.27
1315932,67582.57
2935777,144262.69
460216,27326.26
2406398,121923.03
4549555,230562.5
2234017,113791.47
3767891,187158.51
3347204,167545.65
2282757,113536.19
1586119,85279.0
4725547,237361.13
237464,13566.77
1613159,80750.87
4836252,238041.18
1689728,81759.11
3043698,152023.83
1462672,67748.31
2312880,113840.31
1958806,98645.85
883636,43525.85
4060589,204178.27
4089347,206672.78
1288999,60899.86
4227674,211685.92
4034170,200505.61
2341776,114579.9
2340456,115097.68
1993752,101182.22
3230595,157114.03
3591110,177048.93
3688351,183256.23
1966356,100004.5
3692433,182963.33
459887,20617.03
2407804,119178.07
3397861,174135.4
2922782,151920.29
4408248,221005.43
3649804,174884.98
709698,38087.02
130424,3307.21
881865,45363.61
3464223,168978.6
1323571,62774.27
437082,21661.67
2834182,142898.98
667748,25930.87
584340,26379.43
2411783,123193.29
2068826,101029.15
154548,4417.32
3641855,180851.19
2801070,144880.44
898245,47465.8
1718729,86990.9
4209354,210006.46
3431837,173697.48
2668100,135653.58
280027,12097.0
858078,40510.46
457886,22164.83
1871834,96410.13
4228421,214051.28
3688973,183373.52
1620618,78831.22
771550,41076.77
4230778,210639.87
4094622,207843.17
286479,14427.65
3367471,170065.83
4781903,237181.67
2810147,144964.87
3750014,184181.12
2189273,111489.71
2186645,106546.91
132639,10707.17
1724411,82456.52
4007024,205838.69
4948028,252762.51
4898685,247594.06
1211833,62963.98
4100250,207129.13
4995181,247945.77
1955882,96376.49
1409503,71905.87
511516,29632.83
3449004,174640.05
1597454,74795.43
3241120,164313.09
2239584,110468.53
1703626,87328.61
3792133,187842.23
343079,19951.42
4377152,221009.4
4042546,201884.7
4146581,204072.23
4155700,211546.36
4186320,209946.99
1551527,77233.24
2419695,121572.82
4385756,215648.13
899582,47025.02
914025,44836.87
4020372,201093.17
3247461,163059.71
2770026,133377.69
1682462,78112.19
591191,24540.44
1330051,64187.54
3359173,167237.09
554065,22723.42
4549577,223385.73
3995469,200078.83
1277310,60337.49
219033,8925.69
1814202,94176.36
1582238,80081.21
731373,31704.48
1858977,93267.25
3634354,182951.29
1725800,89041.89
2214676,112569.68
1588031,80904.73
4206417,210475.39
1388770,70829.73
4467159,226109.41
1885402,93859.24
734398,34497.12
1265952,62868.42
4908370,244171.99
1306837,64960.72
3499382,169040.17
1149521,60614.29
4801123,240724.83
4009143,203817.45
2314807,112773.7
3593386,181149.94
4736898,236237.57
4134221,207062.22
1125548,58108.04
667888,35860.21
4111417,204037.48
1086555,52799.6
795443,40750.31
345901,7970.42
4876798,246194.49
1897452,95810.21
354815,18323.57
2099230,105515.76
4289612,209370.59
4250861,211830.42
1506694,76069.82
2767563,138997.71
2749881,143897.02
3602151,178664.57
4019881,202281.33
4468248,219011.8
2724986,133099.56
3477041,178171.59
3349488,166334.69
4623486,231477.75
446445,23150.94
3171607,162903.25
3170231,158326.25
3167217,156467.11
561203,25868.53
3068906,153978.16
2425879,123691.27
3048127,150475.44
3386425,167042.24
4639261,234188.46
1741898,90202.78
534111,31252.31
1836194,92205.07
2900733,146335.03
1296422,66031.55
2717639,129478.8
3076963,157404.22
2433470,124155.58
2377245,119927.69
944324,48069.8
3942428,197530.89
2638321,138283.9
487453,18944.9
4663718,231811.22
3851215,192670.46
4030536,205112.63
3034058,152804.76
4839910,239963.43
3093133,152118.04
597245,30439.21
2997002,148787.61
302721,21406.59
2567575,129073.13
1072194,51507.14
573363,34277.69
3296928,161991.59
2649464,132726.42
2801510,138176.56
4823255,239039.01
169300,9462.83
2838733,144774.84
232232,13607.2
2433268,119233.4
4028374,205098.94
2825671,142715.89
4351649,210361.19
4421466,223390.1
3197329,163346.26
2758947,138375.31
1436045,73526.2
1905565,100964.4
3648690,174752.58
2455797,124562.2
2673678,130943.46
4854652,246171.73
824415,40302.26
4571823,229744.74
3289820,159669.37
721941,38520.33
1937987,93251.38
3082115,153117.36
3774376,192404.42
1592472,81711.84
3625302,180406.98
581855,24707.78
3237370,161345.17
2592919,128091.52
2389399,117880.79
1291966,62347.71
4967952,247227.66
1638124,81170.6
2222753,116921.93
3453186,169317.02
2940886,150478.99
4513963,229391.96
207642,3544.53
4042474,199667.18
1548335,77088.56
3948837,197872.38
2264806,108701.37
4323330,215537.48
2792411,140885.78
1361447,63585.23
3831973,191417.88
4402882,217394.98
4810819,239912.82
4162253,205668.72
1092590,53455.41
900274,43826.22
3109934,160513.84
4611809,236894.42
2601509,136310.04
2625682,124336.4
3082829,156029.0
716874,34998.99
4427189,218166.49
1762539,92493.3
3893118,194241.13
1960041,100771.53
1162266,61161.2
1640142,84028.88
751503,36574.25
4823765,240216.18
1886830,94625.49
3810145,194871.27
3616194,183921.65
3560705,177299.81
1108430,55162.92
591445,34926.22
4237921,208198.88
678473,28299.69
4185723,206691.28
654150,39055.3
1272315,60029.85
4655363,229990.44
1569525,79397.96
2324080,116748.73
3930305,199994.35
1801890,93876.77
1154695,56466.35
4590250,230671.08
982006,49745.89
1195496,57403.05
2343540,118804.33
1989973,99891.34
4650048,233498.97
4157425,206000.4
3773515,192426.17
1523321,73011.61
2995506,147300.13
4010343,206593.28
369971,17242.42
1855690,93010.38
1799064,89415.92
1653997,79231.34
2661946,129097.18
246964,10908.68
1773124,87586.03
3378520,166398.24
4947705,248682.54
2860073,145775.53
1954409,98647.51
4709830,234256.5
2037864,104949.13
2641107,133870.45
2600230,134622.94
4523202,224252.01
4262185,210643.17
892559,47034.1
2068841,103389.51
849522,43150.27
909651,52422.99
1295625,61853.76
3316425,167047.77
1999979,100535.94
4464217,226886.67
1286268,58074.88
4910868,244240.09
2734958,138506.17
2050296,102645.87
2777104,139262.79
2627225,129311.16
1623829,82981.35
2714933,139325.3
3834766,196767.48
4104378,205575.95
3358796,167854.09
2531880,127409.04
2669548,131045.52
451393,21683.63
1997620,97263.87
4130694,207752.38
3292166,162532.69
4293872,214943.55
1223399,61434.46
3859297,192422.65
3675865,188487.87
4506769,227949.44
3063116,154935.56
1070159,56209.54
914584,44131.68
2779782,136724.3
1550067,79277.18
3604973,177595.07
1116694,53888.32
1250599,62092.37
407555,11677.34
2227311,109115.25
1492279,77120.59
3827337,191746.17
2328703,118229.02
501424,27208.15
2265195,110575.23
2520621,119920.88
2491444,124827.92
1892492,93836.48
2498413,123002.59
4663860,231442.07
2614320,133957.94
4355634,215223.29
1722375,87582.94
4065190,205419.64
306844,18517.43
3294338,160774.17
3546799,176611.23
3712730,193112.49
508840,33428.26
2705658,141255.62
3970976,200675.23
3507327,176273.82
3625267,178968.6
2216766,105793.0
3352332,170421.19
2225400,110003.45
3857156,188548.32
1969045,99885.38
1223441,70019.79
4335360,218175.34
4840251,240692.44
4919909,247991.13
4513362,223639.87
4559331,226654.02
1731878,87971.29
4577998,224128.69
3509873,176341.25
1470311,73043.71
2723566,135901.79
705433,33577.23
3686826,188961.08
4561166,224897.63
3108079,154174.85
3459508,174054.96
3152440,162145.98
1371900,64850.11
2757260,139283.23
1846437,91560.15
1652841,89317.01
1042292,54085.63
1556207,77129.74
2488773,120526.18
1730264,86515.86
2816480,140487.57
4499212,217596.53
4609978,230202.83
1275612,68233.12
474916,25426.53
1980062,98874.96
3009831,150238.78
2668418,132033.84
2737518,134832.16
1157862,59118.07
1327540,64998.55
3196289,160402.34
3702429,187270.4
1222890,56261.86
3160542,153658.4
3272199,161391.78
1456236,71511.51
4447679,219808.87
3914434,193314.91
1832095,89070.95
142180,4902.23
1501911,76989.44
1003653,48540.59
2097334,107595.11
2290990,117939.72
4021020,202664.33
359261,13683.77
4458336,220553.91
2840700,144065.72
781754,43976.11
153782,2153.3
4555514,230313.6
4976196,246055.88
4145342,202105.96
3220051,163125.95
642704,28033.22
2605785,126096.28
4797967,247304.75
3993543,194618.06
4515416,222178.52
2178982,108728.99
2364092,116039.97
4539109,227859.03
2106658,106742.71
2879372,140941.51
4778588,245304.73
190969,4844.21
4245187,211357.71
2342485,116658.87
3832699,191730.75
4441992,224241.32
2367995,120610.04
2495012,124543.77
2097692,108118.8
4395513,215531.92
4428971,222035.91
1887939,97127.37
3151296,157548.69
4771873,237718.81
1893283,94341.35
1575282,79370.9
3899978,195610.5
745870,39590.14
2902284,147307.9
539986,26293.06
4732637,237296.55
4543547,226027.66
655580,27608.2
4615678,234766.69
1597562,84612.0
2905351,145917.32
4071989,202573.74
112970,3980.08
3590383,183823.73
4684143,232002.84
858426,40584.45
2017407,94247.12
3484526,176108.74
4941397,251656.16
2771878,140101.69
1985703,97690.52
2964826,142647.5
1503237,76577.27
787675,40353.05
1996963,97942.51
2738866,136521.57
4739676,238932.15
2195801,112069.67
3113109,157492.15
3645629,186275.54
784429,39980.96
2454920,124744.7
4422987,220030.29
1949327,94516.05
4243665,213710.87
3830651,192844.61
3469629,171926.94
1072168,56545.23
2731775,135871.96
2738221,131073.69
4273483,214103.31
2469697,119395.6
2941174,137599.37
4813920,239961.58
1984736,101151.73
1268400,62159.02
1863634,93555.45
132003,5568.28
993118,48696.71
4625995,226285.02
4837140,234714.32
4247441,212800.39
1077801,52130.55
1983666,95043.05
3297248,164033.19
3178907,154858.76
2826528,140998.96
3522650,168017.62
4000320,203656.11
218746,13879.83
2616723,127963.14
2369770,119735.05
3367852,166493.04
2718545,142692.99
2942313,142547.3
756076,41159.14
3683098,186892.56
2520873,122539.89
1157717,61176.14
1774125,87331.52
1593317,77276.24
1575354,79547.04
3066407,152614.6
2826014,141648.04
105274,3163.33
340952,17049.77
3825963,194358.0
2071567,100448.43
2088963,105458.42
1036756,49875.92
3810653,188506.8
3794261,196963.7
1388975,74055.57
2164977,106401.36
4358955,216255.1
269141,11024.17
1069039,55897.81
2250416,108459.06
1002593,51293.27
3641722,189211.34
1907293,95919.6
2628053,134503.62
1223362,63888.24
4916381,244411.2
2069189,99309.11
4410555,223601.68
1159514,61013.44
2960102,153788.08
2843562,142207.12
2121808,103058.62
3724002,186536.37
599652,27795.25
522058,28650.92
4189589,211720.34
4761696,240050.38
4857516,240896.97
3367542,167860.11
1179028,54023.75
2425127,118382.05
4128148,204452.52
4372397,215208.02
3865507,191779.76
2314147,116264.62
827525,37988.64
1945273,94184.49
1998018,100504.85
403486,19733.96
2723238,137368.95
274858,16518.34
824252,43037.9
593717,32386.19
2223468,112754.08
4229904,202184.05
354643,15136.92
4213645,206370.67
3930166,196319.33
2532637,125466.76
2996619,152452.05
2605731,125147.34
658653,28804.35
1819840,89338.91
4861767,244580.83
1334778,65567.92
1948570,99315.21
139205,6391.76
495686,24850.39
3407275,170948.59
2840589,135489.97
3292496,166119.67
3263290,162250.32
4664306,234950.2
179527,14222.27
1964283,102087.23
4839296,241647.85
1165893,60183.27
627804,29074.69
755199,33666.28
1910271,92474.9
3760540,190294.89
4834750,239875.01
853364,42645.86
1948146,97184.37
3990335,206905.01
3809268,185902.05
1901807,94529.05
1813441,92332.33
1363066,69006.99
239674,11015.82
1772323,86899.74
1119126,58885.37
2352842,114171.0
3123677,156716.05
1815302,88319.0
4332387,214435.08
2857989,141356.91
2363264,117642.62
1036155,50462.03
4341424,217348.52
2549499,129413.21
1082732,55575.88
1592980,79882.07
4403126,220195.88
4349959,217908.04
3821680,191139.24
2679436,134701.61
3188698,154788.16
3612366,176513.65
3338175,167140.74
4973760,249807.97
195833,4219.89
399632,21053.07
1413165,68207.26
462598,24465.33
2878235,140443.21
4276785,219723.84
3571758,179570.03
115237,8904.09
4645313,231479.78
4516593,228133.73
4139172,208570.86
1626736,79564.12
1988364,98591.89
3842120,196581.13
1116341,59250.42
4808293,236176.94
697055,37908.28
1389107,68546.11
600246,29275.66
312206,14575.47
1611723,83178.2
3215641,164420.02
711649,37871.92
3375315,168504.31
4010351,200743.69
3679738,183034.54
248995,8676.95
3178238,159556.99
4647168,236100.19
4417056,223809.46
4965461,247191.39
482073,23514.54
1230934,61761.27
2738351,136754.28
259752,11466.91
1975840,100042.67
1777655,86468.92
3188211,160460.03
1393227,73709.39
3811359,188782.71
3298496,165327.56
1469664,74282.92
466660,25447.14
3545595,175241.91
3480554,169239.62
317049,21765.47
2048633,104562.29
3660087,180464.8
1708781,80356.04
2571580,126979.84
4805448,241361.69
307770,12416.45
1991628,100520.8
3874812,193938.2
2276674,114471.64
3288946,169887.88
4523638,230088.02
4574492,225927.61
4501030,221606.6
2694186,131990.26
3728168,184537.35
420675,23677.13
1246281,61437.46
3394771,168755.41
3186744,163516.68
3031925,152250.68
4999407,251535.37
4496802,220648.17
4241919,211943.46
3944596,195759.09
1947546,93592.7
621581,30178.21
2712100,133404.08
1150551,59432.82
4503365,225121.61
3098647,154741.1
1175901,54291.39
3550572,180045.92
3305351,160144.21
1208667,58587.09
658332,31977.83
1760398,89438.71
2111819,104649.35
1894931,91984.89
214076,13372.83
4915038,240599.5
2138961,109031.04
1227138,62808.75
4589743,228812.44
1837772,92023.29
768117,37137.15
1193306,56678.42
2229077,107834.84
1912125,92400.53
3750603,183712.94
1495812,77609.07
3313985,167666.59
1581407,78297.79
1264874,56063.96
2710360,133653.21
4657276,234632.6
1858223,92878.48
1606209,77428.23
4414340,219484.35
837835,44207.1
3735436,192592.99
755639,41056.66
4960617,247079.77
2733867,133577.85
834996,39851.54
4450008,226231.69
4920738,245614.89
4032019,194400.86
4831714,235692.12
503783,22103.49
240945,3332.45
4089437,207072.41
4658925,239744.28
2646578,135088.26
3454128,175734.97
2580809,131879.92
1964138,94478.34
3744993,186709.81
3206540,160405.95
2014097,105901.15
2448687,120371.48
4663087,235212.62
273603,11418.51
4234047,208096.5
439514,18598.23
2888553,139457.84
267414,13017.17
891299,46868.25
1085411,61921.5
453535,24940.75
1916783,93305.84
3937896,200050.3
4218509,213402.4
1959429,97493.06
1078591,50808.71
4375679,213582.99
3091549,152099.19
4254555,212999.52
4941072,251228.5
2237002,109432.89
2688297,134811.5
2590687,131098.65
2386908,117268.52
2336705,113083.71
2507187,125302.06
1709322,82261.15
4364825,213609.09
3371564,173141.08
1029014,49649.98
1952426,99046.85
2484106,125028.02
2580741,125356.54
4172980,209397.88
3043591,153133.81
4089917,204920.37
1537930,76965.05
4472293,225186.66
3561868,179442.09
1177126,60690.4
2413839,117049.29
1464087,67978.22
617633,29224.16
3824698,190913.31
4272785,215996.44
3477809,179781.7
1330035,64227.48
129344,9978.86
3201310,160275.57
2353843,115816.62
4912127,246762.21
4358295,219017.11
4224261,212023.87
4663340,237299.92
4309704,213737.14
854343,43788.23
4599324,224755.79
459527,18375.11
723317,35874.12
2561646,125696.77
529390,30185.44
4956843,250297.75
2087975,105764.82
703484,34791.92
3878339,190839.03
3759127,178976.48
2306607,112863.12
1927799,97429.68
2117331,102405.34
4895603,249045.69
1858078,93244.97
4899697,246991.98
435057,25975.68
3575412,175826.11
3691872,183744.98
3480518,175883.67
589326,24832.66
469545,24567.25
2390418,123076.27
4724384,237961.66
1119196,56786.31
1000636,45703.06
2404411,119897.72
657727,28925.23
1854296,92483.88
129169,6545.18
2922484,143814.6
4158595,211836.92
4090195,200350.01
316865,23109.52
385106,21416.5
1380818,71526.54
2540149,127258.23
3265474,158445.42
2974787,146675.12
2871723,142511.35
3220221,160408.25
3044772,150017.11
4715276,240603.17
116940,2879.54
2240606,111070.99
4582881,226087.72
2030853,100898.34
289277,8528.47
2407860,118797.71
4317929,218990.13
2500084,125252.23
4338025,212313.55
3544897,177990.27
1028580,52864.69
2901712,145867.29
469849,24467.06
4627443,235957.96
548849,30940.73
4265290,210974.86
1544004,75435.0
4181835,206631.47
3482717,174559.43
186609,11225.5
2309630,111162.31
152135,8336.18
4622852,228847.78
2446315,118948.7
1422262,71421.34
3025279,156802.37
2575254,128738.73
4925056,249179.33
2272064,114124.27
1636130,81365.14
357675,19337.38
3827065,189567.36
3123112,151611.8
1879510,89946.53
2713260,135157.87
4742702,238181.57
2002057,100714.4
2949136,145433.57
2311625,115471.31
314296,14039.75
2411732,116728.35
800374,34462.56
2203918,109076.52
206901,12593.24
301806,14761.36
3728401,182007.43
4779092,242150.31
4078221,201539.62
2346262,110202.07
876909,43399.21
1439242,75133.98
2827412,141757.61
3765781,184913.34
638917,28823.37
1392085,72814.33
3633014,179599.87
414198,16643.87
1398720,66309.09
2542272,125907.95
1455512,76569.1
4509986,227381.86
1870142,93705.81
4055171,209944.93
2555614,129287.91
4442066,230247.58
4950134,246103.39
4487378,224261.34
1040460,49652.43
1327089,66582.33
1560718,77319.09
4370911,227754.93
1185371,58453.67
4279762,217246.85
2913055,145483.8
3648892,184281.37
2436124,122742.68
3069461,154729.59
999617,49912.4
3036618,146673.45
270690,16173.99
190524,3826.76
2989529,153777.8
202429,11665.53
1792617,90400.9
3355937,167863.74
4040848,205926.05
2782462,143089.6
1182800,54514.92
4627868,224315.62
2395449,121504.56
1330427,66492.86
4482340,222261.65
4414790,221075.49
2563390,125164.39
2417640,122337.35
4959874,245466.71
217625,10374.65
737716,38287.45
1219108,59068.3
1912374,94221.81
232705,11223.12
3859059,193718.58
4648564,236477.32
2127954,105054.98
3479864,176155.31
796454,41461.12
4934247,247511.01
190361,12095.05
4102817,209767.83
4525685,226495.81
1271905,65630.62
3694228,182996.52
2348206,116339.12
4148837,204351.64
3024845,150315.18
1984404,100026.4
2331533,116534.9
962578,47415.8
4509190,224722.2
269101,13053.19
1302423,64742.16
1644693,86896.44
1995252,99641.08
3150724,154436.44
3943146,202703.23
619471,30808.75
4289699,213989.28
4434472,218997.22
2629061,129149.53
1538905,81707.66
426924,18630.89
3514154,173420.84
4448230,224205.33
4397293,215203.01
2984046,152243.38
2058310,104747.03
1373194,68239.8
486734,25503.15
4718642,240629.35
4729084,238866.31
2187939,112050.07
4269632,215084.29
4016097,200216.53
3489033,174123.82
2040582,102660.64
3275928,165677.01
2945752,146014.51
2859329,144526.95
4455691,222058.46
327197,17075.54
856995,43097.61
3126355,157491.35
611875,31682.75
354391,17712.06
2294866,112270.14
2199107,114062.75
2614886,129379.31
3232753,165159.16
2880911,140515.09
3771063,185239.62
756481,41114.43
4434716,226973.47
1704381,86970.65
4868179,239175.09
3908340,198829.64
275734,10984.88
1133626,53373.43
1488311,74879.19
1955113,96265.53
4702297,237552.55
3876120,195348.59
4350967,216527.97
1885487,96184.03
4898039,251594.23
2251961,111767.71
2859108,144008.16
466512,25162.7
4290794,216253.07
3530924,182840.47
1767575,91852.91
3028751,148500.15
3436614,168978.68
3285278,163919.47
1645752,84046.5
2977906,151978.39
4899267,248030.24
2733944,136649.06
2718095,137712.27
