number_ofvisitor,total_daily_billing
551,124440.66
545,141273.65
536,137554.52
372,92868.42
258,60110.78
58,16947.13
352,84725.54
857,220599.68
341,89739.43
708,177097.81
403,96723.65
51,15231.13
990,251460.9
524,129328.86
900,227056.96
722,178099.89
557,130539.94
113,19935.17
816,204780.27
459,122366.12
680,165164.15
160,35976.13
467,118251.81
752,188184.49
973,244678.13
257,66839.37
775,193658.91
141,35934.12
127,26115.99
567,139658.85
956,245310.45
95,26106.84
837,210645.25
981,240887.91
674,164478.61
577,138878.21
300,65824.15
503,124404.41
505,124302.27
814,204424.02
990,252678.92
299,71617.82
609,158495.51
674,171072.73
821,212359.81
225,50553.58
659,170614.48
926,228126.54
756,185023.02
461,114954.81
463,111507.37
334,85646.19
710,181705.38
859,217219.41
524,130718.39
945,242147.51
355,90891.91
906,225774.1
943,235111.88
564,136578.83
498,119679.64
840,207725.35
924,225736.16
822,199749.44
272,63415.07
330,87873.79
852,208957.17
796,203124.27
626,153298.41
256,64946.95
856,209930.59
777,195230.75
428,118387.94
531,129260.96
672,166531.61
323,74812.23
330,87997.42
405,107545.29
434,103839.68
186,45714.19
218,56603.61
912,228335.87
327,77124.33
279,64917.01
543,129591.18
243,65872.24
538,137817.41
734,191841.86
997,244209.72
325,82747.94
938,235180.55
264,67856.78
701,178298.06
251,78735.95
941,251041.17
625,158045.99
721,188324.34
111,23441.99
182,45003.11
169,38263.22
861,216510.57
206,54128.97
338,95996.59
904,221343.2
405,107880.77
62,13432.97
867,213959.33
947,235572.47
508,136903.42
461,105444.82
551,140011.13
556,144630.37
789,192414.23
323,83415.97
280,66383.17
627,166564.18
277,62805.55
479,122646.08
194,46338.67
210,51801.92
916,227555.4
338,90050.53
401,101224.65
133,26220.48
975,245657.27
583,147158.89
174,48760.26
230,59242.24
542,127959.73
479,125694.76
93,29022.59
892,225680.71
419,106267.39
979,246687.91
845,217094.89
468,123876.07
826,209235.89
412,106247.18
327,82818.86
494,135595.12
266,56374.76
134,30267.75
842,206594.55
538,145089.88
386,95485.59
128,22080.18
986,242527.92
568,144874.8
876,219251.46
785,195833.34
505,127369.33
756,194805.56
338,89213.22
533,129270.81
405,102827.5
921,238101.85
877,220427.42
130,29642.06
171,37116.8
619,156024.35
861,214274.47
682,169435.24
551,138904.03
97,20876.69
686,177961.49
982,245146.27
714,188430.04
458,119666.49
874,218120.31
62,9105.32
894,226814.67
829,209614.7
273,64748.42
276,63267.85
413,103183.9
240,61170.4
811,203550.52
751,187766.29
933,239225.76
517,126072.29
77,28727.53
488,113666.51
272,64357.32
933,227282.66
764,192103.83
91,24744.9
238,68267.05
641,161319.99
87,25984.11
386,91057.94
158,32593.49
675,175291.6
413,107957.47
182,46695.22
389,92869.46
737,196403.84
559,143894.02
212,49543.27
353,88514.01
796,191707.07
831,208358.94
103,23427.57
203,62686.73
423,109559.62
926,218855.09
476,128203.16
799,201768.54
91,30450.21
777,195638.81
656,164759.98
707,172576.74
664,169266.95
867,222195.2
686,162734.17
391,93650.75
710,171342.14
211,61674.66
266,72103.86
89,20452.69
680,175377.96
672,161159.18
847,213273.03
759,194420.62
678,166796.6
542,135458.04
74,21015.22
334,89269.25
116,21371.97
746,185646.22
352,83403.08
527,134486.64
265,64713.37
154,42573.31
706,169784.75
482,118130.31
670,177518.13
99,23731.97
261,70659.44
651,157464.3
438,102064.25
318,86526.15
240,64029.41
344,83912.46
478,127670.66
66,13394.28
281,65967.88
492,123077.31
404,99647.46
641,154450.94
620,154413.04
401,101511.2
530,136649.71
427,120041.75
441,116372.64
79,14453.14
180,58614.0
450,112754.3
172,44659.41
100,21603.64
969,242205.8
641,160125.16
812,206403.33
241,64789.75
123,28853.26
428,112961.35
552,135272.72
521,135832.46
160,36712.49
760,184332.86
417,102761.89
226,55266.94
69,12326.21
254,61603.62
590,144789.96
571,142763.58
58,17237.27
925,230839.58
624,151328.59
82,18680.28
201,55206.06
129,28935.45
593,143443.43
565,133562.19
751,184328.78
895,227876.32
175,40096.27
557,139068.42
424,103550.44
583,143002.18
200,56567.2
267,66004.89
331,76477.02
354,80863.51
733,177960.43
800,194136.24
711,182056.35
669,166209.59
244,61328.43
475,117496.15
613,152241.2
962,245209.72
703,180830.16
113,37194.4
222,51108.99
753,186295.77
719,180724.85
446,119366.28
715,175277.09
793,202978.14
209,49201.35
479,124618.25
100,25465.52
264,60786.4
851,212159.83
669,170319.87
933,218848.14
765,195799.84
776,186672.28
589,146158.06
324,80454.72
737,170610.61
915,225677.11
633,160339.09
979,254064.62
411,106862.73
449,116776.91
632,147207.89
844,209493.37
612,162098.06
133,38241.58
615,151188.15
684,171571.53
276,73898.86
66,21271.71
269,66617.96
633,157026.15
501,127458.97
675,173624.94
519,127788.14
400,90750.04
690,172099.6
154,32184.55
319,89416.95
952,233233.7
113,27660.9
953,234698.63
999,247159.96
201,54420.59
488,127264.79
946,239779.2
788,201839.97
538,131868.87
249,56769.89
630,153754.16
81,22405.27
50,18584.78
755,182577.0
987,244973.27
795,197384.89
954,234634.76
765,194234.32
635,163742.94
201,62514.75
410,112374.64
419,108700.26
708,174701.34
612,156534.83
898,214725.35
307,80056.4
571,144578.29
152,38384.62
695,169842.09
239,63719.45
627,151801.74
313,83526.13
885,224254.7
236,61147.28
867,211830.05
912,224738.66
853,205814.8
697,178451.09
656,164181.5
962,237812.65
748,186318.32
554,143748.91
793,192552.91
895,221557.84
953,230351.42
427,101489.09
394,97245.77
255,69171.25
860,218209.0
282,75447.75
112,31316.32
898,219696.14
418,112973.73
829,210959.87
389,106233.64
915,237119.2
617,153793.09
610,150054.86
997,238076.64
956,239831.2
588,146803.49
954,235304.6
131,30255.34
791,200345.74
597,139829.53
991,254153.9
781,199624.2
517,127466.95
423,105369.96
283,72337.71
206,55574.63
128,42143.9
346,83869.29
285,78069.74
589,146142.11
241,58260.2
713,176960.06
662,170914.68
961,237389.57
839,210283.6
96,21434.78
578,142357.6
946,243253.58
464,115946.73
394,95169.59
573,141079.79
325,82646.73
452,112738.79
310,77512.22
303,74255.7
64,21220.25
586,149382.57
212,51876.83
157,39899.75
872,213926.41
112,27631.28
292,69548.52
352,88978.04
165,40732.65
369,91045.56
71,18464.43
513,129742.95
512,133451.87
539,138642.85
667,171505.43
894,221739.89
891,224188.54
385,104924.43
432,107515.71
179,45396.65
175,44463.55
419,104230.21
789,203690.78
420,102789.44
458,119899.71
878,223347.53
310,77196.11
77,17194.71
898,224336.48
499,130546.08
576,149384.4
232,61999.8
425,105817.86
855,213967.85
968,245131.61
259,63565.73
575,147937.91
81,21008.62
93,28319.82
503,118677.98
397,96214.18
935,232085.18
165,43312.58
684,169120.81
421,116150.93
515,122656.48
491,127848.33
663,171900.9
53,15741.4
420,103422.17
751,187654.09
493,127335.3
764,183007.15
287,68578.5
108,24312.08
380,97723.1
974,248944.91
964,250904.91
706,167178.59
565,136111.19
989,245539.34
821,208030.65
445,115072.05
802,194606.0
352,89881.87
952,225200.62
530,133959.61
278,69369.31
189,46751.79
888,220040.82
103,25301.59
491,124358.06
624,164303.47
192,41573.76
982,244135.61
617,156954.29
634,158198.45
146,37120.75
919,226816.9
641,164376.85
848,201138.22
320,75036.57
179,54527.32
574,137355.71
809,197889.8
566,137561.65
993,245544.36
466,116403.51
593,153644.96
230,59887.12
667,165569.49
286,80245.62
561,138163.86
582,145787.9
487,122346.32
274,72735.02
252,57244.49
90,17380.97
904,230713.5
983,254673.97
722,178679.54
793,191941.55
185,40299.54
533,138431.05
853,204817.19
82,20819.14
78,18618.87
400,96622.91
106,22208.2
377,97730.8
494,127387.03
907,232586.62
520,132421.7
419,104787.86
741,186066.3
420,109954.13
988,238462.33
687,173969.81
685,168358.7
971,244630.74
421,100097.19
539,139000.34
302,78437.86
535,130223.03
920,227664.66
307,73955.03
488,122286.15
651,172898.85
67,7661.5
268,68628.44
561,142403.9
227,54095.22
258,56132.14
862,214494.89
576,137912.17
284,73782.22
184,39090.13
258,64249.65
260,61145.92
716,184584.85
601,158099.06
322,78704.62
209,46994.57
193,56612.66
752,187318.2
557,140820.77
783,195143.52
383,94721.94
551,135285.76
493,113804.96
803,209587.47
922,231489.88
899,224342.48
135,38390.65
229,54452.51
129,34098.44
866,212652.03
610,150774.94
203,53672.09
228,58374.44
348,85369.74
375,97404.62
804,197113.85
888,217428.79
58,12236.77
477,118097.86
241,58587.8
139,32615.43
51,17268.29
469,124768.27
52,12347.29
999,252709.3
454,109824.35
541,134776.64
756,191317.24
314,74294.43
829,210999.6
292,69364.52
726,186606.64
774,197747.85
982,251077.95
409,107369.17
244,70663.24
548,139537.27
617,147016.56
666,167144.3
262,63211.66
880,213176.06
203,57143.88
777,192718.9
95,16296.61
230,54276.17
621,166575.25
805,208086.89
275,72397.45
81,23403.86
396,94482.98
495,118856.39
224,58790.11
878,227442.3
655,158667.79
949,236767.23
179,45921.25
712,175592.69
872,217120.62
346,81357.19
301,76793.75
501,126111.34
470,120581.36
700,173979.29
981,248813.96
533,134943.62
832,214176.65
406,100175.21
884,225713.95
673,167129.04
207,54957.76
618,161143.05
751,193624.47
594,147480.66
882,217871.78
50,17355.68
692,170732.5
58,19449.3
558,133524.78
593,150618.75
638,157658.84
862,207170.28
144,32129.55
746,184565.03
326,91123.35
584,131021.81
971,241085.26
166,39755.49
505,121399.65
409,100309.45
79,19010.42
932,229650.26
374,95286.81
969,250158.71
123,30502.16
881,216817.08
468,116450.43
967,240010.33
856,219483.83
872,215678.79
791,200187.13
312,79444.59
495,124283.56
600,144319.29
453,110178.49
153,37298.51
489,116296.85
913,223351.35
755,186351.02
192,49709.03
763,197791.04
966,242836.14
256,64634.64
595,149098.74
852,211294.92
932,232523.52
310,80316.7
873,222981.01
132,20798.05
312,81607.67
870,216027.09
799,202222.72
221,57052.21
747,186091.21
411,105378.19
91,24176.02
789,197061.68
323,80203.3
823,200813.69
549,137321.68
181,35295.76
502,126939.55
959,243495.42
474,111256.34
992,246615.77
658,171597.28
102,36414.13
838,209017.0
446,111812.24
243,60393.33
448,112752.62
513,134428.0
404,101016.76
222,48642.96
389,98535.69
242,58575.73
479,114150.26
436,103402.02
706,175949.75
706,179633.93
517,132105.56
837,215278.6
821,201465.6
380,93150.86
576,147177.33
874,222103.85
478,116895.2
844,207565.1
265,68605.95
325,85646.38
157,38062.41
305,78547.19
128,32014.19
439,106492.07
579,148426.08
391,96613.26
354,80922.17
774,190209.77
969,231004.83
258,78019.91
60,21495.73
195,42152.48
84,18050.92
616,155125.04
400,107997.73
589,150871.15
905,227353.95
725,178307.77
158,41891.35
73,20439.87
722,180671.61
548,136601.57
421,103014.56
214,59934.31
446,103042.14
321,81792.64
673,168334.0
476,109157.5
122,28608.78
99,19654.56
672,162837.19
574,139583.48
120,36225.38
980,244703.85
541,138975.44
523,124738.68
250,59403.43
852,210873.36
73,19049.06
518,132158.75
486,122854.51
263,61712.27
344,89700.89
196,45953.75
989,248581.31
431,100879.84
735,182470.07
478,122087.06
465,116763.76
54,9410.8
893,225960.08
921,226361.09
439,101012.66
899,229915.41
56,8982.48
772,196946.39
832,206815.05
539,137977.5
378,90574.65
325,85524.64
289,69524.25
876,217630.92
53,2472.38
763,182648.44
155,42540.42
89,18917.24
626,146692.1
596,145879.75
605,153941.25
312,72017.82
711,182930.95
328,79246.23
626,154574.85
393,94375.01
837,199850.3
593,146696.79
528,131512.96
914,230291.01
213,49326.05
451,104476.4
534,141965.57
402,101300.22
722,180003.18
886,226642.25
131,27756.22
314,72688.38
91,25786.91
248,70853.35
432,100802.68
256,63672.96
159,41266.56
693,175276.19
479,117962.97
792,193157.37
121,19636.85
457,124042.84
889,229978.82
685,167640.3
758,189284.37
328,78639.96
156,37186.83
488,120961.9
915,222352.16
704,175316.42
100,25246.93
172,34481.97
611,148828.19
480,112650.29
900,219441.3
842,208993.55
600,148909.83
373,92197.84
991,257903.14
889,223512.78
424,107637.29
923,231060.9
830,200015.86
727,180863.55
597,149007.48
470,120925.14
987,240945.62
425,103153.96
158,33808.67
804,197402.2
540,133262.93
685,165010.11
272,71879.94
68,11814.74
598,152696.35
266,64020.01
662,162904.13
754,192542.69
646,164459.92
282,72598.92
600,141179.15
459,120697.95
603,157926.9
561,138769.81
239,54766.04
870,211277.26
355,87073.34
922,224865.89
502,124218.22
156,36038.55
718,172639.38
274,64950.16
435,109007.48
579,140012.84
109,25314.87
421,109548.48
191,43819.07
167,36936.98
729,182683.62
241,65893.15
335,85746.59
590,143976.65
718,175959.59
68,14393.94
651,160939.45
671,180067.48
619,155211.67
165,50189.86
89,26347.83
314,65841.08
170,39934.18
671,167386.87
413,104063.23
254,63817.98
535,125121.26
720,171178.99
895,223511.96
144,33955.54
448,118351.83
595,148761.86
803,204581.27
879,222985.0
379,94391.74
874,224008.18
710,175165.85
664,165724.52
359,90082.34
266,62262.0
726,175690.47
217,47798.71
581,140010.34
158,38811.04
248,63526.77
451,106450.42
794,198766.15
221,53966.6
233,62885.94
779,192222.99
66,24423.03
603,154557.73
205,49584.81
70,14757.79
470,121929.07
200,48327.97
160,40190.32
865,213694.4
364,88216.9
689,166133.95
929,239094.11
507,124774.22
101,25922.89
322,82955.47
855,220534.19
434,105705.35
636,147484.4
978,244954.43
912,230495.8
861,212545.35
137,36991.28
69,17252.52
480,118243.27
630,164131.01
219,53146.79
715,187034.61
866,216665.13
155,34590.99
376,84471.13
268,72954.08
835,213523.04
919,233727.88
656,170422.6
314,87485.0
371,82052.83
807,192900.74
365,89844.3
157,44142.85
854,214943.47
992,249454.4
798,197272.92
558,135268.94
590,147013.51
624,154727.56
576,141753.1
287,74895.25
58,14450.31
385,98461.47
371,92191.48
50,15931.74
170,36978.21
58,7428.65
362,88815.88
233,62072.62
709,175438.95
287,81919.83
938,229405.05
819,203781.64
818,195317.53
379,102139.36
520,129397.76
871,205979.33
68,15421.54
67,3884.71
329,88346.71
176,39445.24
357,89452.74
263,62047.38
325,80250.18
956,243016.83
378,92473.33
768,194786.26
749,173184.14
65,9884.75
702,175761.19
486,117907.04
55,19619.24
330,86684.72
880,226816.88
736,184492.68
64,12282.7
359,92812.23
515,123476.52
476,117548.19
530,134540.57
689,168723.69
575,155693.82
810,206103.76
595,144153.6
435,113540.75
581,153414.75
811,195209.44
923,237148.85
321,73939.93
244,60956.5
287,72625.02
975,240455.44
520,126689.35
152,33720.1
868,214298.62
292,68029.37
264,71565.26
804,193647.61
948,245989.33
126,30832.43
433,97775.95
996,252864.04
170,40558.34
863,209785.89
601,148543.53
590,143628.97
968,248437.18
793,194346.69
194,41877.95
810,198955.69
142,30537.45
534,138886.14
886,222505.89
554,131167.11
646,156219.74
371,90523.65
807,192537.06
968,236461.28
124,32621.04
512,137072.88
200,40811.46
184,59633.13
988,248874.5
239,54077.83
83,28386.33
407,103841.97
154,42729.65
418,108626.76
612,158376.65
221,48995.32
119,33785.26
769,192517.04
488,124904.47
371,89373.05
657,161015.59
619,151853.19
169,45906.11
732,182579.15
160,37304.13
622,153813.95
305,82503.71
471,120220.46
205,53541.8
234,59831.85
602,155859.0
762,185211.21
611,157179.98
651,163131.98
286,66835.37
907,226653.87
494,122126.9
552,139706.52
374,98002.97
426,100851.71
898,233087.69
843,202346.55
552,134297.66
715,188604.92
924,223575.14
506,123541.23
456,110108.91
741,173151.66
137,33699.15
154,40719.77
634,160704.58
507,123775.3
933,223334.8
949,233735.63
306,71953.11
183,46985.15
535,130856.87
334,85445.05
797,189517.92
436,112037.78
945,238674.02
670,161848.61
393,94493.87
475,116966.35
186,51736.0
898,222858.97
796,200508.72
620,154820.2
343,90139.11
91,23427.15
809,195880.42
99,23293.82
831,212618.4
943,237236.29
917,222999.77
222,64256.17
338,81341.69
965,245772.71
211,59712.41
628,162201.03
389,92757.42
372,98387.77
375,94890.98
782,188849.46
216,53542.68
732,177978.77
784,197936.12
216,57925.28
418,110112.45
134,33103.2
164,36398.01
861,209218.56
946,239874.37
914,233353.74
99,27473.65
507,122464.71
937,231039.28
421,102377.59
879,212227.78
267,69259.89
308,76277.57
697,181398.4
865,211379.37
419,104011.9
145,30011.61
730,180587.86
981,249193.92
524,131278.19
874,213664.62
274,61003.29
390,95824.0
907,227778.04
936,238100.71
895,220016.73
476,115139.43
533,143866.78
333,83129.52
397,104018.3
390,91171.86
929,233859.13
748,190691.38
423,106038.93
462,106797.16
855,209210.65
467,118587.05
882,212509.28
965,253914.7
331,88448.66
292,65464.76
588,148312.57
712,178379.23
248,67444.76
839,197265.3
480,120848.72
534,127489.43
276,71194.14
245,55811.7
782,202345.7
918,231045.71
277,60238.76
116,16241.15
374,95991.52
387,93275.61
659,167618.46
576,140701.13
943,241767.56
163,45796.18
153,40409.84
477,114753.83
552,135069.52
356,87704.87
242,55251.27
263,69057.11
970,240871.05
194,47590.86
658,161898.72
613,153159.79
107,27627.39
770,189760.71
746,185316.95
727,179421.58
630,155184.29
172,43102.91
598,136710.88
284,78012.89
540,138814.69
124,31802.4
669,171436.6
979,237966.37
852,204267.19
344,76554.2
549,139413.83
735,184456.06
167,43548.15
705,180928.7
393,86379.9
208,45993.43
831,204484.12
802,203827.93
96,24744.08
977,257417.91
412,97534.36
382,98111.54
663,170501.25
834,215823.57
429,106224.44
173,36738.67
745,189530.32
213,54708.97
934,236377.73
219,61502.68
643,159562.04
196,43807.08
696,176833.22
872,219540.4
561,138663.26
207,46694.07
381,96960.18
252,67282.39
169,34293.48
78,19719.46
211,55699.83
723,189751.35
903,226084.0
563,148524.22
972,247192.03
608,156294.02
149,33221.7
785,208635.38
106,26812.5
683,171767.72
532,133098.53
194,54699.93
915,238543.08
203,54048.12
430,105581.15
699,183241.9
88,15691.57
826,203021.5
842,203560.65
197,47415.1
576,149020.55
281,69134.58
162,40794.41
908,228821.69
700,173857.34
705,170666.49
527,123480.19
455,120282.27
201,47074.56
291,69322.69
521,122778.6
981,244563.09
451,115462.86
709,175428.67
313,80004.66
832,198119.1
638,160352.62
430,105454.73
127,24549.64
352,79907.95
265,61952.69
680,163927.53
278,71236.13
201,52425.8
864,216859.22
579,146631.56
977,236397.57
532,135539.97
517,132583.69
731,184119.52
145,35759.44
534,129787.55
726,183193.33
594,146588.48
434,113114.05
289,73636.69
909,226409.07
972,241286.4
322,79706.98
95,22981.09
640,159610.81
511,121290.42
400,101192.83
723,181601.66
308,71108.63
105,27401.21
701,175192.09
587,142599.13
713,181281.62
877,225945.45
107,23886.27
496,124524.66
275,74994.16
313,67287.67
812,212464.3
253,63651.72
506,130287.75
587,138239.72
927,224925.12
471,112925.39
98,19216.7
860,203347.34
492,117044.61
260,60844.89
70,10331.99
446,118941.64
404,104187.27
436,105321.67
138,37401.53
977,245928.3
838,200885.67
575,145898.83
528,129914.29
185,49702.86
56,8589.3
789,199969.28
148,42256.96
516,130992.23
748,178040.11
179,57043.52
374,96474.92
733,182054.14
115,31866.83
67,27311.08
768,184932.77
193,53715.04
317,78418.03
413,101663.29
365,89962.16
533,122792.18
519,132152.56
359,77612.23
89,19636.71
732,180486.23
551,135838.07
711,166963.75
53,17701.91
509,118046.9
838,204868.73
456,111274.38
219,53177.94
908,228905.12
858,214598.17
449,121905.32
657,165989.92
597,150627.28
683,167871.22
322,82016.17
231,55307.44
515,126353.71
396,114853.69
952,245713.79
935,229406.17
474,121745.11
919,231101.14
623,152436.33
679,180171.27
389,96247.29
301,82175.26
874,215206.86
148,42499.25
544,142679.23
338,79650.75
812,201357.88
587,146317.57
649,170421.73
841,218015.42
336,82021.14
844,209081.28
98,25725.82
634,150642.87
243,67110.73
759,185434.61
464,116486.67
714,185507.05
65,18476.37
158,37511.65
439,104636.37
136,33725.48
416,102553.46
682,183623.61
758,185473.42
706,173840.09
58,9488.54
395,97453.77
495,126360.31
318,74768.53
952,239764.13
801,194188.64
537,138911.98
579,142463.97
150,35865.39
94,30534.65
457,112068.39
337,86235.78
56,17530.53
325,87755.56
798,201141.29
939,233165.16
452,110389.87
415,105324.18
751,183955.02
63,18451.2
977,245255.29
826,200665.67
917,223107.28
738,184913.55
651,161314.01
654,167578.53
577,139663.39
784,199658.42
713,182050.47
463,109839.33
185,45136.11
779,201581.27
384,98003.37
811,202257.02
931,237040.98
187,44293.17
469,115610.78
536,134842.66
73,25354.71
290,67895.91
697,176603.45
562,138501.96
806,207713.3
379,98578.5
672,167617.63
520,132985.18
407,98868.12
507,123581.54
466,129116.72
592,146135.97
791,198640.12
126,29536.81
111,21324.09
596,143896.83
733,184942.19
224,48942.92
977,240693.3
496,127261.1
71,18882.22
696,171937.94
183,43533.44
986,241351.23
573,154396.13
985,241335.94
502,130552.82
948,225948.74
149,41626.65
604,155886.33
891,218088.71
825,203163.06
250,67840.05
702,169791.38
233,60434.13
811,199364.59
196,53503.09
328,91312.42
348,81969.62
329,85194.53
436,113891.36
274,58528.42
776,199022.04
447,113502.22
466,119705.69
904,216871.85
204,54719.48
701,174335.46
95,18054.9
160,43506.21
760,194055.78
277,68866.15
351,89564.31
131,31941.26
193,41373.7
619,154028.56
191,53749.23
390,103570.39
476,114872.62
524,132197.44
586,146883.57
663,168221.21
192,48260.4
635,162360.96
463,113680.73
93,28766.73
954,235844.3
909,228212.52
290,75828.33
131,33836.61
444,99289.09
919,231245.57
548,140446.87
115,30239.76
327,86456.47
648,167859.48
965,237776.04
926,222930.16
974,237502.07
907,227106.64
602,153564.62
940,234375.47
765,184335.2
929,233734.36
398,99556.71
900,225804.48
787,205798.19
97,28341.85
332,82330.24
399,93119.38
790,204224.05
976,235167.55
909,225842.0
458,108499.43
994,246459.91
759,189296.74
753,181672.83
361,78004.19
440,105168.94
631,150981.1
980,240215.49
582,144085.88
608,159607.86
877,216255.65
929,229599.41
962,239977.07
282,73809.44
139,37557.39
794,188905.85
834,203275.85
814,209038.64
760,187393.34
714,183315.57
723,184336.09
843,199534.44
55,5467.96
59,13083.88
386,98502.54
692,171662.86
364,90025.13
161,40423.77
129,31745.75
502,125336.42
97,12396.38
712,176442.17
140,33396.54
694,168162.41
745,182419.61
790,189158.26
983,247679.65
125,25486.45
134,32895.93
312,75546.13
450,111574.1
283,75301.53
826,202832.78
265,65749.82
394,101690.31
223,56520.26
86,17528.83
952,230247.66
578,140315.03
936,234906.95
858,214270.6
369,95437.82
900,223342.07
362,86627.13
518,122074.67
94,17441.07
122,25261.83
414,110051.94
927,225839.81
953,232398.45
927,228190.94
158,44660.66
396,101358.8
904,224721.09
187,38841.2
231,57091.68
861,218753.07
353,94411.08
376,82278.65
563,136048.27
129,31888.94
167,47145.82
311,70310.35
129,25887.73
650,159293.59
606,143605.6
315,68035.28
805,210964.21
442,108348.76
337,80096.31
51,5931.62
838,208421.26
545,132606.04
948,240037.37
807,195478.92
787,195756.33
398,98290.97
795,200523.95
682,168680.86
584,147969.41
470,118072.38
761,193629.35
797,201290.2
597,147415.31
575,151127.86
520,126532.35
576,150762.18
806,206026.35
340,87506.57
681,169357.3
583,141806.4
736,184558.37
341,85759.42
832,207073.53
682,172791.8
145,40357.29
747,182169.74
542,131781.89
464,109246.15
730,183957.52
917,236685.68
906,219514.48
798,195310.26
891,215515.27
793,195219.79
511,117043.36
545,141697.61
75,22114.07
815,204669.77
79,24245.71
427,110980.89
408,101673.28
445,104505.72
848,208211.21
158,39060.94
928,228113.72
928,240642.79
899,225535.46
307,77266.23
383,100485.51
453,114634.57
491,121424.97
280,77569.3
197,51421.83
595,146280.48
621,156141.57
851,210100.27
214,49398.22
244,64949.0
532,130493.53
176,40163.55
274,69404.63
836,214243.89
272,57499.18
613,149628.61
605,140077.63
647,144827.11
204,51238.94
87,15160.06
653,167078.0
710,171496.73
471,120686.9
62,16946.52
398,94824.54
454,110981.25
859,215618.04
274,71151.85
913,235067.12
353,89322.39
95,23521.54
269,67366.9
675,167473.37
127,29409.32
874,213832.88
869,219179.99
327,77541.58
578,145360.53
146,36325.83
530,135709.51
151,38933.16
843,206871.59
728,176453.15
120,35191.56
778,192394.06
801,207236.77
740,171892.44
207,52655.69
602,154778.02
978,244936.15
99,25809.78
984,248860.81
845,215384.88
451,115767.49
635,164893.74
748,184636.28
805,209603.96
945,231081.92
115,33540.13
284,72972.39
675,179955.41
988,248493.02
767,195185.02
318,71235.53
306,80771.84
465,117659.07
138,38182.09
571,137985.47
960,237505.96
548,137907.28
432,107644.12
526,132863.51
450,113326.88
752,185518.67
283,69554.81
615,150015.66
712,191785.89
888,223698.6
355,97530.74
108,21798.34
981,244807.75
311,75519.41
499,126729.68
926,232520.72
81,14565.84
870,219879.22
925,232587.77
118,30972.88
132,38761.68
819,209488.76
860,223125.82
520,131694.66
601,154819.63
53,12298.31
636,159960.04
223,58655.03
154,36028.73
197,49558.65
171,36342.82
63,21919.77
557,145565.01
916,222933.09
556,144788.62
926,236339.99
959,241349.61
738,186111.81
436,111862.79
582,138930.01
366,103020.35
819,193902.67
198,42188.78
554,143807.27
827,211338.43
908,235520.5
679,170272.33
544,131384.92
964,241326.15
486,125761.01
893,219775.86
482,115167.09
641,160408.45
313,74638.79
746,185630.12
150,34411.39
650,165412.71
457,112000.92
608,149410.27
131,36276.0
454,107948.69
173,38720.23
313,79943.8
708,172625.08
290,79004.55
847,206483.51
140,34402.97
277,64910.54
203,58064.1
965,235968.5
421,114838.51
410,102916.27
812,202077.14
383,85318.54
530,140829.95
762,193039.4
264,59904.95
734,180894.04
625,147978.63
591,143860.54
998,248928.13
227,64934.15
495,136208.59
219,57415.87
205,43465.59
619,166396.87
80,11138.54
907,231044.56
661,165579.03
689,178414.59
876,215222.6
416,109173.96
277,76506.06
165,43300.49
508,127065.26
573,148352.28
350,94210.79
371,90421.28
921,227076.44
245,58026.0
465,105012.62
474,123166.69
915,228717.63
232,56579.07
886,219282.11
566,143688.3
368,88685.93
309,81737.63
420,103112.11
346,80761.7
701,178274.68
982,241154.42
403,100396.59
104,30675.94
350,87742.54
717,179791.4
364,88807.24
952,238841.32
749,184130.53
305,78886.05
230,55820.84
729,181307.94
682,165465.67
430,110086.37
357,86532.39
572,137533.05
401,97657.64
739,188822.13
867,219649.9
913,217064.96
172,39528.22
528,139192.85
609,158528.17
517,122983.11
231,62242.34
439,102558.86
355,84566.37
802,195145.72
305,79940.27
387,96916.65
553,140784.8
262,55699.86
948,241418.27
346,94679.4
269,68453.0
589,157182.57
977,248603.77
472,127034.6
777,193100.55
807,203353.1
248,58608.24
240,52742.08
964,236935.5
178,45923.47
210,46201.33
82,21067.92
60,4123.1
556,137346.9
493,124551.85
264,62476.1
803,199183.7
542,135400.9
845,209304.94
807,203178.13
239,51298.4
864,210068.28
450,107370.91
891,221689.82
633,167287.73
294,76395.68
442,101920.65
132,34043.91
163,37993.62
825,203975.98
118,25859.2
383,94349.1
862,206561.78
210,51889.61
156,40577.51
855,209739.33
496,121351.9
189,41276.18
884,218970.31
409,102696.3
974,242552.97
199,53020.17
979,249521.35
887,218798.25
148,35837.3
216,48479.76
705,173836.47
720,180258.11
994,252268.44
861,214756.33
512,129540.08
863,209062.29
946,237718.57
939,230403.85
605,159097.29
901,234323.83
648,169712.32
133,28645.52
657,167531.97
351,75291.48
289,77601.04
266,66321.27
800,190887.19
633,161255.98
230,55769.5
466,114748.88
734,186134.59
241,65239.17
143,37084.51
948,225505.65
713,179573.46
720,174807.07
376,96390.35
857,215856.62
514,126866.22
483,120002.48
379,85470.81
576,151733.82
168,43260.11
70,18391.93
70,18625.41
365,81828.71
270,71984.43
667,164297.75
794,198638.57
114,25048.47
198,42923.65
232,54826.57
630,156087.15
768,191473.7
671,164767.86
331,81752.04
380,93015.21
104,18673.36
162,39864.07
262,64861.84
95,19796.34
495,127927.83
119,29232.08
231,59225.17
949,232475.88
222,51666.57
553,136413.78
359,83239.7
258,54846.65
998,255884.86
272,64721.81
989,246143.75
392,99068.26
657,162823.73
169,36237.77
